row_label_raw,row_label_full,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (i) > Ngân hàng Thương mại Cổ phần Công thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii),Số đầu năm > Giá trị > 437.583.295.634 > 350.604.928.200,Số đầu năm > VND Số có khả năng trả nợ > 437.583.295.634 > 350.604.928.200,Trong năm > Tăng > 1.619.641.551.282 > 1.131.899.288.527,Trong năm > Giảm > 1.151.608.151.498 > 1.013.401.928.180,Số cuối năm > Giá trị > 905.616.695.418 > 469.102.288.547,Số cuối năm > VND Số có khả năng trả nợ > 905.616.695.418 > 469.102.288.547,numeric__Số đầu năm > Giá trị > 437.583.295.634 > 350.604.928.200,numeric__Số đầu năm > VND Số có khả năng trả nợ > 437.583.295.634 > 350.604.928.200,numeric__Trong năm > Tăng > 1.619.641.551.282 > 1.131.899.288.527,numeric__Trong năm > Giảm > 1.151.608.151.498 > 1.013.401.928.180,numeric__Số cuối năm > Giá trị > 905.616.695.418 > 469.102.288.547,numeric__Số cuối năm > VND Số có khả năng trả nợ > 905.616.695.418 > 469.102.288.547
Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Nguyễn Văn Trỗi (iii),Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Nguyễn Văn Trỗi (iii),Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Nguyễn Văn Trỗi (iii),221.268.088.325,221.268.088.325,349.244.611.412,433.841.722.751,136.670.976.986,136.670.976.986,221268088325.0,221268088325.0,349244611412.0,433841722751.0,136670976986.0,136670976986.0
Ngân hàng TNHH Trung Quốc (Hồng Kông) - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH Trung Quốc (Hồng Kông) - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH Trung Quốc (Hồng Kông) - Chi nhánh Thành phố Hồ Chí Minh,60.107.292.466,60.107.292.466,304.338.590.128,364.445.882.594,-,-,60107292466.0,60107292466.0,304338590128.0,364445882594.0,,
Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Đông Sài Gòn,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Đông Sài Gòn,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Đông Sài Gòn,270.822.414.329,270.822.414.329,148.315.530.411,419.137.944.740,-,-,270822414329.0,270822414329.0,148315530411.0,419137944740.0,,
Ngân hàng Malayan Banking Berhad - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Malayan Banking Berhad - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Malayan Banking Berhad - Chi nhánh Thành phố Hồ Chí Minh,98.977.624.388,98.977.624.388,115.397.428.238,214.375.052.626,-,-,98977624388.0,98977624388.0,115397428238.0,214375052626.0,,
Ngân hàng HSBC - Chi nhánh Hà Nội,Ngân hàng HSBC - Chi nhánh Hà Nội,Ngân hàng HSBC - Chi nhánh Hà Nội,-,-,87.349.301.607,87.349.301.607,-,-,,,87349301607.0,87349301607.0,,
Ngân hàng TNHH MTV Shinhan Việt Nam,Ngân hàng TNHH MTV Shinhan Việt Nam,Ngân hàng TNHH MTV Shinhan Việt Nam,-,-,54.638.974.029,54.638.974.029,-,-,,,54638974029.0,54638974029.0,,
Ngân hàng TMCP Tiên Phong - Chi nhánh Hà Nội,Ngân hàng TMCP Tiên Phong - Chi nhánh Hà Nội,Ngân hàng TMCP Tiên Phong - Chi nhánh Hà Nội,43.110.895.623,43.110.895.623,2.886.604.544,45.997.500.167,-,-,43110895623.0,43110895623.0,2886604544.0,45997500167.0,,
Ngân hàng Thương mại Cổ phần Công thương Việt Nam - Chi nhánh Kiên Giang,Ngân hàng Thương mại Cổ phần Công thương Việt Nam - Chi nhánh Kiên Giang,Ngân hàng Thương mại Cổ phần Công thương Việt Nam - Chi nhánh Kiên Giang,95.561.045.219,95.561.045.219,-,95.561.045.219,-,-,95561045219.0,95561045219.0,,95561045219.0,,
