row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng cổ phiếu/ Tỷ lệ sở hữu,Số cuối năm > Giá trị VND,Số cuối năm > Dự phòng VND,Số cuối năm > Giá trị hợp lý VND,Số đầu năm > Số lượng cổ phiếu/ Tỷ lệ sở hữu,Số đầu năm > Giá trị VND,Số đầu năm > Dự phòng VND,Số đầu năm > Giá trị hợp lý VND,numeric__Số cuối năm > Số lượng cổ phiếu/ Tỷ lệ sở hữu,numeric__Số cuối năm > Giá trị VND,numeric__Số cuối năm > Dự phòng VND,numeric__Số cuối năm > Giá trị hợp lý VND,numeric__Số đầu năm > Số lượng cổ phiếu/ Tỷ lệ sở hữu,numeric__Số đầu năm > Giá trị VND,numeric__Số đầu năm > Dự phòng VND,numeric__Số đầu năm > Giá trị hợp lý VND
a. Đầu tư vào công ty con Công ty TNHH Đầu tư Phát triển Bất động sản Trường Thọ,a. Đầu tư vào công ty con Công ty TNHH Đầu tư Phát triển Bất động sản Trường Thọ,a. Đầu tư vào công ty con Công ty TNHH Đầu tư Phát triển Bất động sản Trường Thọ,65%,19.500.000.000,(1.380.350.466),(i),65%,19.500.000.000,(1.781.937.275),(i),0.65,19500000000.0,-1380350466.0,,0.65,19500000000.0,-1781937275.0,
,,,19.500.000.000 (1.380.350.466),19.500.000.000 (1.380.350.466),19.500.000.000 (1.380.350.466),19.500.000.000 (1.380.350.466),19.500.000.000 (1.781.937.275),19.500.000.000 (1.781.937.275),19.500.000.000 (1.781.937.275),19.500.000.000 (1.781.937.275),,,,,,,,
b. Đầu tư góp vốn vào đơn vị khác (ii),b. Đầu tư góp vốn vào đơn vị khác (ii),b. Đầu tư góp vốn vào đơn vị khác (ii),b. Đầu tư góp vốn vào đơn vị khác (ii),b. Đầu tư góp vốn vào đơn vị khác (ii),b. Đầu tư góp vốn vào đơn vị khác (ii),b. Đầu tư góp vốn vào đơn vị khác (ii),b. Đầu tư góp vốn vào đơn vị khác (ii),b. Đầu tư góp vốn vào đơn vị khác (ii),b. Đầu tư góp vốn vào đơn vị khác (ii),b. Đầu tư góp vốn vào đơn vị khác (ii),,,,,,,,
Công ty Cổ phần Cao su Bến Thành,b. Đầu tư góp vốn vào đơn vị khác (ii) > Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,2.310.000,42.000.000.000,(8.736.000.000),33.264.000.000,2.310.000,42.000.000.000,(14.049.000.000),27.951.000.000,2310000.0,42000000000.0,-8736000000.0,33264000000.0,2310000.0,42000000000.0,-14049000000.0,27951000000.0
Công ty Cổ phần Vicem Thạch cao Xi măng,b. Đầu tư góp vốn vào đơn vị khác (ii) > Công ty Cổ phần Vicem Thạch cao Xi măng,Công ty Cổ phần Vicem Thạch cao Xi măng,700.000,14.000.000.000,(10.780.000.000),3.220.000.000,700.000,14.000.000.000,(10.780.000.000),3.220.000.000,700000.0,14000000000.0,-10780000000.0,3220000000.0,700000.0,14000000000.0,-10780000000.0,3220000000.0
,,,56.000.000.000 (19.516.000.000),56.000.000.000 (19.516.000.000),56.000.000.000 (19.516.000.000),36.484.000.000,56.000.000.000 (24.829.000.000),56.000.000.000 (24.829.000.000),56.000.000.000 (24.829.000.000),31.171.000.000,,,,36484000000.0,,,,31171000000.0
