row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,24,7.360.182.839.307,7.541.572.367.977,,1.0,24.0,7360182839307.0,7541572367977.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,24,475.937.142.170,492.546.249.771,,2.0,24.0,475937142170.0,492546249771.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,24,6.884.245.697.137,7.049.026.118.206,,10.0,24.0,6884245697137.0,7049026118206.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ đã cung cấp,11,25,6.238.997.893.894,6.445.081.350.234,,11.0,25.0,6238997893894.0,6445081350234.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,645.247.803.243,603.944.767.972,,20.0,,645247803243.0,603944767972.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,,8.821.576.621,5.309.389.491,,21.0,,8821576621.0,5309389491.0
7.,7.,7.,Chi phí tài chính,22,27,95.443.128.478,159.251.360.880,,22.0,27.0,95443128478.0,159251360880.0
,,,- Trong đó: Chi phí lãi vay,23,,53.892.973.542,123.733.708.971,,23.0,,53892973542.0,123733708971.0
8.,8.,8.,Chi phí bán hàng,25,28,185.589.405.232,174.002.877.569,,25.0,28.0,185589405232.0,174002877569.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,28,284.537.748.145,242.318.754.843,,26.0,28.0,284537748145.0,242318754843.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,88.499.098.009,33.681.164.171,,30.0,,88499098009.0,33681164171.0
11.,11.,11.,Thu nhập khác,31,,11.198.046.102,638.852.226,,31.0,,11198046102.0,638852226.0
12.,12.,12.,Chi phí khác,32,,19.259.937.884,10.004.490.001,,32.0,,19259937884.0,10004490001.0
13.,13.,13.,(Lỗ) khác (40=31-32),40,,(8.061.891.782),(9.365.637.775),,40.0,,-8061891782.0,-9365637775.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,80.437.206.227,24.315.526.396,,50.0,,80437206227.0,24315526396.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,29,23.422.981.493,2.840.890.858,,51.0,29.0,23422981493.0,2840890858.0
16.,16.,16.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,29,(3.085.118.058),3.801.218.867,,52.0,29.0,-3085118058.0,3801218867.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-(51+52)),60,,60.099.342.792,17.673.416.671,,60.0,,60099342792.0,17673416671.0
