row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,1.875.944.442.871,1.941.404.131.382,,100.0,,1875944442871.0,1941404131382.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,847.926.820.104,606.296.854.233,,110.0,4.0,847926820104.0,606296854233.0
1.,1.,1.,Tiền,111,,347.926.820.104,606.296.854.233,,111.0,,347926820104.0,606296854233.0
2.,2.,2.,Các khoản tương đương tiền,112,,500.000.000.000,-,,112.0,,500000000000.0,
II.,II.,II.,Các khoản phải thu ngắn hạn,130,,340.969.302.004,437.988.130.588,,130.0,,340969302004.0,437988130588.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5,240.158.234.166,278.817.009.522,,131.0,5.0,240158234166.0,278817009522.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,6,38.438.537.220,51.840.281.659,,132.0,6.0,38438537220.0,51840281659.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,62.372.530.618,107.330.839.407,,136.0,7.0,62372530618.0,107330839407.0
III.,III.,III.,Hàng tồn kho,140,8,637.621.918.253,838.123.507.133,,140.0,8.0,637621918253.0,838123507133.0
1.,1.,1.,Hàng tồn kho,141,,648.307.355.413,874.612.129.918,,141.0,,648307355413.0,874612129918.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(10.685.437.160),(36.488.622.785),,149.0,,-10685437160.0,-36488622785.0
IV.,IV.,IV.,Tài sản ngắn hạn khác,150,,49.426.402.510,58.995.639.428,,150.0,,49426402510.0,58995639428.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,9,30.872.305.027,41.966.945.099,,151.0,9.0,30872305027.0,41966945099.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,18.554.097.483,17.028.694.329,,152.0,,18554097483.0,17028694329.0
