row_label_raw,row_label_full,col_0,Năm 2025triệu đồng,Năm 2024triệu đồng,numeric__Năm 2025triệu đồng,numeric__Năm 2024triệu đồng
Lợi nhuận kế toán hợp nhất trước thuế,Lợi nhuận kế toán hợp nhất trước thuế,Lợi nhuận kế toán hợp nhất trước thuế,34.268.358,28.829.328,34268358.0,28829328.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
- Lợi nhuận kế toán của các công ty con,Điều chỉnh cho các khoản: > - Lợi nhuận kế toán của các công ty con,- Lợi nhuận kế toán của các công ty con,(3.297.760),(2.134.540),-3297760.0,-2134540.0
- Chi phí không được khấu trừ khi tính thuế của Ngân hàng mẹ,Điều chỉnh cho các khoản: > - Chi phí không được khấu trừ khi tính thuế của Ngân hàng mẹ,- Chi phí không được khấu trừ khi tính thuế của Ngân hàng mẹ,32.555,446.806,32555.0,446806.0
- Lợi nhuận của các chi nhánh nước ngoài,Điều chỉnh cho các khoản: > - Lợi nhuận của các chi nhánh nước ngoài,- Lợi nhuận của các chi nhánh nước ngoài,(23.268),(20.865),-23268.0,-20865.0
- Thu nhập từ cổ tức không chịu thuế của Ngân hàng mẹ,Điều chỉnh cho các khoản: > - Thu nhập từ cổ tức không chịu thuế của Ngân hàng mẹ,- Thu nhập từ cổ tức không chịu thuế của Ngân hàng mẹ,(19.084),(19.149),-19084.0,-19149.0
- Thu nhập từ thoái vốn tại công ty con,Điều chỉnh cho các khoản: > - Thu nhập từ thoái vốn tại công ty con,- Thu nhập từ thoái vốn tại công ty con,1.709.275,-,1709275.0,
- Các bút toán điều chỉnh hợp nhất,Điều chỉnh cho các khoản: > - Các bút toán điều chỉnh hợp nhất,- Các bút toán điều chỉnh hợp nhất,31.058,22.778,31058.0,22778.0
Thu nhập chịu thuế vớc tính trong năm của Ngân hàng tại Việt Nam,Điều chỉnh cho các khoản: > Thu nhập chịu thuế vớc tính trong năm của Ngân hàng tại Việt Nam,Thu nhập chịu thuế vớc tính trong năm của Ngân hàng tại Việt Nam,32.701.134,27.124.358,32701134.0,27124358.0
Thuế TNDN của Ngân hàng tại Việt Nam,Điều chỉnh cho các khoản: > Thuế TNDN của Ngân hàng tại Việt Nam,Thuế TNDN của Ngân hàng tại Việt Nam,6.540.227,5.424.872,6540227.0,5424872.0
Cộng:,Cộng:,Cộng:,,,,
Thuế TNDN của chi nhánh nước ngoài,Cộng: > Thuế TNDN của chi nhánh nước ngoài,Thuế TNDN của chi nhánh nước ngoài,4.654,4.172,4654.0,4172.0
Thuế TNDN của công ty con,Cộng: > Thuế TNDN của công ty con,Thuế TNDN của công ty con,659.246,444.314,659246.0,444314.0
Điều chỉnh theo quyết toán thuế,Cộng: > Điều chỉnh theo quyết toán thuế,Điều chỉnh theo quyết toán thuế,14.599,14.908,14599.0,14908.0
Thuế TNDN do thoái vốn tại công ty con,Cộng: > Thuế TNDN do thoái vốn tại công ty con,Thuế TNDN do thoái vốn tại công ty con,(341.855),-,-341855.0,
Chi phí thuế TNDN trong năm,Cộng: > Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,6.876.871,5.888.266,6876871.0,5888266.0
Thuế TNDN phải trả đầu năm,Cộng: > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,3.200.018,3.322.906,3200018.0,3322906.0
Thuế TNDN đã nộp trong năm,Cộng: > Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(6.517.907),(6.021.975),-6517907.0,-6021975.0
Thuế TNDN do thoái vốn tại công ty con,Cộng: > Thuế TNDN do thoái vốn tại công ty con,Thuế TNDN do thoái vốn tại công ty con,341.855,-,341855.0,
Điều chỉnh theo quyết toán thuế,Cộng: > Điều chỉnh theo quyết toán thuế,Điều chỉnh theo quyết toán thuế,-,10.852,,10852.0
Điều chỉnh theo Kiểm toán Nhà nước,Cộng: > Điều chỉnh theo Kiểm toán Nhà nước,Điều chỉnh theo Kiểm toán Nhà nước,(1.920),-,-1920.0,
Chêch lệch tỷ giá hối đoái,Cộng: > Chêch lệch tỷ giá hối đoái,Chêch lệch tỷ giá hối đoái,(1.099),(31),-1099.0,-31.0
Thuế TNDN hợp nhất phải trả cuối năm,Cộng: > Thuế TNDN hợp nhất phải trả cuối năm,Thuế TNDN hợp nhất phải trả cuối năm,3.897.818,3.200.018,3897818.0,3200018.0
