row_label_raw,row_label_full,col_0,31/12/2025triệu đồng,31/12/2024triệu đồng,numeric__31/12/2025triệu đồng,numeric__31/12/2024triệu đồng
"Ký quỹ, thế chấp, cầm cố","Ký quỹ, thế chấp, cầm cố","Ký quỹ, thế chấp, cầm cố",891.504,626.507,891504.0,626507.0
Phải thu liên quan đến tài trợ thương mại,Phải thu liên quan đến tài trợ thương mại,Phải thu liên quan đến tài trợ thương mại,-,1.412.951,,1412951.0
Các khoản phải thu miễn truy đời theo bộ chứng từ,Các khoản phải thu miễn truy đời theo bộ chứng từ,Các khoản phải thu miễn truy đời theo bộ chứng từ,8.046.079,-,8046079.0,
Phải thu liên quan đến dịch vụ thanh toán,Phải thu liên quan đến dịch vụ thanh toán,Phải thu liên quan đến dịch vụ thanh toán,1.525.624,241.946,1525624.0,241946.0
Các khoản tạm ứng và đặt cọc hợp đồng,Các khoản tạm ứng và đặt cọc hợp đồng,Các khoản tạm ứng và đặt cọc hợp đồng,129.559,131.858,129559.0,131858.0
Phải thu trong hoạt động bảo hiểm của công ty con,Phải thu trong hoạt động bảo hiểm của công ty con,Phải thu trong hoạt động bảo hiểm của công ty con,446.093,368.414,446093.0,368414.0
Dự phòng phí và dự phòng bởi thường nghiệp vụ nhượngtái bảo hiểm,Dự phòng phí và dự phòng bởi thường nghiệp vụ nhượngtái bảo hiểm,Dự phòng phí và dự phòng bởi thường nghiệp vụ nhượngtái bảo hiểm,2.697.375,2.688.759,2697375.0,2688759.0
Các khoản phải thu từ bán nợ,Các khoản phải thu từ bán nợ,Các khoản phải thu từ bán nợ,11.248.396,5.852.543,11248396.0,5852543.0
Các khoản phải thu bên ngoài khác,Các khoản phải thu bên ngoài khác,Các khoản phải thu bên ngoài khác,1.741.948,1.756.350,1741948.0,1756350.0
,,,26.726.578,13.079.328,26726578.0,13079328.0
