row_label_raw,row_label_full,col_0,Miền Bắc triệu đồng,Miền Trung triệu đồng,Miền Nam triệu đồng,Nước ngoài triệu đồng,Loại trừ/Phân loại triệu đồng,Tổng cộng triệu đồng,numeric__Miền Bắc triệu đồng,numeric__Miền Trung triệu đồng,numeric__Miền Nam triệu đồng,numeric__Nước ngoài triệu đồng,numeric__Loại trừ/Phân loại triệu đồng,numeric__Tổng cộng triệu đồng
III. Tài sản,III. Tài sản,III. Tài sản,1.172.468.605,73.486.567,391.719.355,13.586.303,(35.496.903),1.615.763.927,1172468605.0,73486567.0,391719355.0,13586303.0,-35496903.0,1615763927.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,2.125.782,765.724,1.941.472,132.808,-,4.965.786,2125782.0,765724.0,1941472.0,132808.0,,4965786.0
2. Tài sản cố định,2. Tài sản cố định,2. Tài sản cố định,4.970.480,78.441,204.175,363.451,-,5.616.547,4970480.0,78441.0,204175.0,363451.0,,5616547.0
3. Tài sản khác,3. Tài sản khác,3. Tài sản khác,1.165.372.343,72.642.402,389.573.708,13.090.044,(35.496.903),1.605.181.594,1165372343.0,72642402.0,389573708.0,13090044.0,-35496903.0,1605181594.0
IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,1.032.999.587,71.795.670,384.462.199,11.469.101,(26.985.155),1.473.741.402,1032999587.0,71795670.0,384462199.0,11469101.0,-26985155.0,1473741402.0
1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,1.121.514.096,60.341.017,255.866.450,10.801.847,(26.567.489),1.421.955.921,1121514096.0,60341017.0,255866450.0,10801847.0,-26567489.0,1421955921.0
2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,2.702.667,11.417,125.150,(1.322),-,2.837.912,2702667.0,11417.0,125150.0,-1322.0,,2837912.0
3. Nợ phải trả khác,3. Nợ phải trả khác,3. Nợ phải trả khác,(91.217.176),11.443.236,128.470.599,668.576,(417.666),48.947.569,-91217176.0,11443236.0,128470599.0,668576.0,-417666.0,48947569.0
