row_label_raw,row_label_full,col_0,31/12/2025%/năm,31/12/2024%/năm,numeric__31/12/2025%/năm,numeric__31/12/2024%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"4,11 - 9,50","3,70 - 6,00",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"3,75 - 4,50","4,43 - 4,50",,
Cho vay bằng VND,Tiền gửi có kỳ hạn bằng ngoại tệ > Cho vay bằng VND,Cho vay bằng VND,"5,80","2,90 - 5,50",5.8,
Cho vay bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ > Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"4,39",-,4.39,
