row_label_raw,row_label_full,col_0,31/12/2025VND,31/12/2024VND,numeric__31/12/2025VND,numeric__31/12/2024VND
USD,USD,USD,"26.290,00","25.450,00",26290.0,25450.0
EUR,EUR,EUR,"30.945,00","26.715,00",30945.0,26715.0
GBP,GBP,GBP,"35.443,00","32.025,00",35443.0,32025.0
JPY,JPY,JPY,"168,88","163,92",168.88,163.92
CHF,CHF,CHF,"33.195,00","28.340,50",33195.0,28340.5
AUD,AUD,AUD,"17.641,00","15.915,50",17641.0,15915.5
CAD,CAD,CAD,"19.250,50","17.841,50",19250.5,17841.5
SGD,SGD,SGD,"20.505,50","18.808,00",20505.5,18808.0
THB,THB,THB,"841,86","752,87",841.86,752.87
SEK,SEK,SEK,"2.879,53","2.324,87",2879.53,2324.87
