row_label_raw,row_label_full,col_0,Năm 2025 triệu đồng,Năm 2024 triệu đồng,numeric__Năm 2025 triệu đồng,numeric__Năm 2024 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,89.088.116,69.061.893,89088116.0,69061893.0
Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,3.211.718,1.942.451,3211718.0,1942451.0
Thu nhập lãi cho vay khách hàng và các TCTD khác,Thu nhập lãi cho vay khách hàng và các TCTD khác,Thu nhập lãi cho vay khách hàng và các TCTD khác,70.324.550,54.446.408,70324550.0,54446408.0
Thu nhập lãi từ chứng khoán nợ,Thu nhập lãi từ chứng khoán nợ,Thu nhập lãi từ chứng khoán nợ,12.242.063,10.116.084,12242063.0,10116084.0
Thu nhập lãi từ nghiệp vụ mua bán nợ,Thu nhập lãi từ nghiệp vụ mua bán nợ,Thu nhập lãi từ nghiệp vụ mua bán nợ,192.822,119.924,192822.0,119924.0
Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,2.026.771,1.511.556,2026771.0,1511556.0
Thu khác từ hoạt động tin dụng,Thu khác từ hoạt động tin dụng,Thu khác từ hoạt động tin dụng,1.090.192,925.470,1090192.0,925470.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,(37.477.999),(27.909.674),-37477999.0,-27909674.0
Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(25.799.919),(18.432.473),-25799919.0,-18432473.0
Chi phí lãi tiền vay,Chi phí lãi tiền vay,Chi phí lãi tiền vay,(2.637.325),(1.988.997),-2637325.0,-1988997.0
Chi phí lãi phát hành giấy tờ có giá,Chi phí lãi phát hành giấy tờ có giá,Chi phí lãi phát hành giấy tờ có giá,(8.708.408),(6.559.439),-8708408.0,-6559439.0
Chi phí hoạt động tin dụng khác,Chi phí hoạt động tin dụng khác,Chi phí hoạt động tin dụng khác,(332.347),(928.765),-332347.0,-928765.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,51.610.117,41.152.219,51610117.0,41152219.0
