row_label_raw,row_label_full,col_0,31/12/2025triệu đồng,31/12/2024triệu đồng,numeric__31/12/2025triệu đồng,numeric__31/12/2024triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,339.352.789,271.579.760,339352789.0,271579760.0
- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,304.453.535,248.892.601,304453535.0,248892601.0
- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,34.899.254,22.687.159,34899254.0,22687159.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,573.482.507,433.476.766,573482507.0,433476766.0
- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,563.989.870,424.703.281,563989870.0,424703281.0
- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,9.492.637,8.773.485,9492637.0,8773485.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,1.226.310,1.790.955,1226310.0,1790955.0
- Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi vốn chuyên dùng bằng VND,557.357,269.198,557357.0,269198.0
- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,668.953,1.521.757,668953.0,1521757.0
Tiền gửi kỳ quỹ,Tiền gửi kỳ quỹ,Tiền gửi kỳ quỹ,7.306.526,7.306.998,7306526.0,7306998.0
- Tiền gửi kỳ quỹ bằng VND,- Tiền gửi kỳ quỹ bằng VND,- Tiền gửi kỳ quỹ bằng VND,4.544.143,4.045.662,4544143.0,4045662.0
- Tiền gửi kỳ quỹ bằng ngoại tệ,- Tiền gửi kỳ quỹ bằng ngoại tệ,- Tiền gửi kỳ quỹ bằng ngoại tệ,2.762.383,3.261.336,2762383.0,3261336.0
,,,921.368.132,714.154.479,921368132.0,714154479.0
