row_label_raw,row_label_full,col_0,31/12/2025 triệu đồng,31/12/2024 triệu đồng,numeric__31/12/2025 triệu đồng,numeric__31/12/2024 triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,4.375.694,7.719.682,4375694.0,7719682.0
"Chứng khoán do Chính phủ, chính quyền địa phương phát hành (i)","Chứng khoán do Chính phủ, chính quyền địa phương phát hành (i)","Chứng khoán do Chính phủ, chính quyền địa phương phát hành (i)",1.029.213,999.786,1029213.0,999786.0
Chứng khoán do các TCTD khác trong nước phát hành (ii),Chứng khoán do các TCTD khác trong nước phát hành (ii),Chứng khoán do các TCTD khác trong nước phát hành (ii),3.142.925,6.621.719,3142925.0,6621719.0
"Chứng khoán do các tổ chức kinh tế (""TCKT"") trong nước phát hành (iii)","Chứng khoán do các tổ chức kinh tế (""TCKT"") trong nước phát hành (iii)","Chứng khoán do các tổ chức kinh tế (""TCKT"") trong nước phát hành (iii)",203.556,98.177,203556.0,98177.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,316.928,212.152,316928.0,212152.0
Chứng khoán vốn do các TCTD khác trong nước phát hành,Chứng khoán vốn do các TCTD khác trong nước phát hành,Chứng khoán vốn do các TCTD khác trong nước phát hành,182.283,128.830,182283.0,128830.0
Chứng khoán vốn do các TCKT khác trong nước phát hành,Chứng khoán vốn do các TCKT khác trong nước phát hành,Chứng khoán vốn do các TCKT khác trong nước phát hành,134.645,83.322,134645.0,83322.0
,,,4.692.622,7.931.834,4692622.0,7931834.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,,,
Dự phòng chung,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng chung,Dự phòng chung,(39.393),(179),-39393.0,-179.0
,,,4.653.229,7.931.655,4653229.0,7931655.0
