row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúctriệu đồng","Máy móc,thiết bịtriệu đồng",Phương tiện vận tảivà thiết bị truyền đãntriệu đồng,Tài sản cố địnhhửu hình kháctriệu đồng,Tổng cộngtriệu đồng,"numeric__Nhà cửa,vật kiến trúctriệu đồng","numeric__Máy móc,thiết bịtriệu đồng",numeric__Phương tiện vận tảivà thiết bị truyền đãntriệu đồng,numeric__Tài sản cố địnhhửu hình kháctriệu đồng,numeric__Tổng cộngtriệu đồng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,2.585.504,3.281.185,1.305.572,560.347,7.732.608,2585504.0,3281185.0,1305572.0,560347.0,7732608.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,16.222,793.162,258.812,409.694,1.477.890,16222.0,793162.0,258812.0,409694.0,1477890.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,(700),(102.869),(68.250),(26.761),(198.580),-700.0,-102869.0,-68250.0,-26761.0,-198580.0
Tăng khác,Nguyên giá > Tăng khác,Tăng khác,-,126,-,-,126,,126.0,,,126.0
Chênh lệch tỷ giá,Nguyên giá > Chênh lệch tỷ giá,Chênh lệch tỷ giá,1.043,990,373,222,2.628,1043.0,990.0,373.0,222.0,2628.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,2.602.069,3.972.594,1.496.507,943.502,9.014.672,2602069.0,3972594.0,1496507.0,943502.0,9014672.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,,,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,631.015,2.450.058,1.074.312,382.819,4.538.204,631015.0,2450058.0,1074312.0,382819.0,4538204.0
Khấu hao trong năm,Giá trị hao mòn luỹ kế > Khấu hao trong năm,Khấu hao trong năm,96.639,512.027,121.813,121.645,852.124,96639.0,512027.0,121813.0,121645.0,852124.0
Thanh lý,Giá trị hao mòn luỹ kế > Thanh lý,Thanh lý,-,(102.772),(64.679),(26.736),(194.187),,-102772.0,-64679.0,-26736.0,-194187.0
Tăng khác,Giá trị hao mòn luỹ kế > Tăng khác,Tăng khác,-,26.296,20.162,19.580,66.038,,26296.0,20162.0,19580.0,66038.0
Chênh lệch tỷ giá,Giá trị hao mòn luỹ kế > Chênh lệch tỷ giá,Chênh lệch tỷ giá,503,623,527,144,1.797,503.0,623.0,527.0,144.0,1797.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,728.157,2.886.232,1.152.135,497.452,5.263.976,728157.0,2886232.0,1152135.0,497452.0,5263976.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,1.954.489,831.127,231.260,177.528,3.194.404,1954489.0,831127.0,231260.0,177528.0,3194404.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,1.873.912,1.086.362,344.372,446.050,3.750.696,1873912.0,1086362.0,344372.0,446050.0,3750696.0
