row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2025 triệu đồng,31/12/2024 triệu đồng,numeric__Thuyết minh,numeric__31/12/2025 triệu đồng,numeric__31/12/2024 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,4.965.786,3.349.166,5.0,4965786.0,3349166.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,68.494.426,29.825.253,6.0,68494426.0,29825253.0
Tiền gửi và cho vay các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,7,182.923.726,76.785.622,7.0,182923726.0,76785622.0
Tiền gửi tại các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,,165.819.028,63.887.837,,165819028.0,63887837.0
Cho vay các tổ chức tín dụng khác,TÀI SẢN > Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,,17.113.794,12.903.651,,17113794.0,12903651.0
Dự phòng rủi ro,TÀI SẢN > Dự phòng rủi ro,Dự phòng rủi ro,,(9.096),(5.866),,-9096.0,-5866.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,4.653.229,7.931.655,8.0,4653229.0,7931655.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,4.692.622,7.931.834,,4692622.0,7931834.0
Dự phòng rủi ro chứng khoán kinh doanh,TÀI SẢN > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,(39.393),(179),,-39393.0,-179.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,1.070.868.777,765.047.985,,1070868777.0,765047985.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,1.084.019.370,776.657.846,9.0,1084019370.0,776657846.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,10,(13.150.593),(11.609.861),10.0,-13150593.0,-11609861.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,11,2.443.895,951.509,11.0,2443895.0,951509.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,2.465.314,1.041.362,,2465314.0,1041362.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(21.419),(89.853),,-21419.0,-89853.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,225.574.850,209.637.377,,225574850.0,209637377.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,12.1,221.512.464,205.507.956,121.0,221512464.0,205507956.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,4.295.125,4.612.504,122.0,4295125.0,4612504.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.3,(232.739),(483.083),123.0,-232739.0,-483083.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,468.396,609.477,13.0,468396.0,609477.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,13.1,559.624,775.670,131.0,559624.0,775670.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,13.2,(91.228),(166.193),132.0,-91228.0,-166193.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,5.616.547,5.430.416,,5616547.0,5430416.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14,3.805.533,3.750.696,14.0,3805533.0,3750696.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,9.423.236,9.014.672,,9423236.0,9014672.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(5.617.703),(5.263.976),,-5617703.0,-5263976.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,15,1.811.014,1.679.720,15.0,1811014.0,1679720.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,5.684.904,4.976.669,,5684904.0,4976669.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(3.873.890),(3.296.949),,-3873890.0,-3296949.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,16,222.813,234.115,16.0,222813.0,234115.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,255.126,260.415,,255126.0,260415.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(32.313),(26.300),,-32313.0,-26300.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,49.531.482,28.998.487,,49531482.0,28998487.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,17.1,28.125.764,14.360.628,171.0,28125764.0,14360628.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",17.2,13.549.018,8.918.622,172.0,13549018.0,8918622.0
Tài sản thuế thu nhập doanh nghiệp hoãn lại,TÀI SẢN > Tài sản thuế thu nhập doanh nghiệp hoãn lại,Tài sản thuế thu nhập doanh nghiệp hoãn lại,,34.339,38.912,,34339.0,38912.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,17.3,7.894.091,5.873.749,173.0,7894091.0,5873749.0
- Trong đó: Lợi thế thương mại,TÀI SẢN > - Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,,-,9.523,,,9523.0
Dự phòng rủi ro cho các tài sản Có nôi bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nôi bằng khác,Dự phòng rủi ro cho các tài sản Có nôi bằng khác,17.4,(71.730),(193.424),174.0,-71730.0,-193424.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,1.615.763.927,1.128.801.062,,1615763927.0,1128801062.0
