row_label_raw,row_label_full,col_0,Năm 2025 triệu đồng,Năm 2024 triệu đồng,numeric__Năm 2025 triệu đồng,numeric__Năm 2024 triệu đồng
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,85.076.748,68.529.262,85076748.0,68529262.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,(34.607.938),(30.835.949),-34607938.0,-30835949.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,6.566.430,4.368.249,6566430.0,4368249.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán) nhận được","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán) nhận được","Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán) nhận được",3.645.303,6.277.842,3645303.0,6277842.0
Thu nhập khác nhận được,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác nhận được,Thu nhập khác nhận được,941.493,822.333,941493.0,822333.0
"Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro",4.141.692,2.451.560,4141692.0,2451560.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(19.532.328),(15.627.426),-19532328.0,-15627426.0
Tiền thuế thu nhập thực nộp trong năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,(6.517.907),(6.021.975),-6517907.0,-6021975.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,39.713.493,29.963.896,39713493.0,29963896.0
Những thay đổi về tài sản hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,(353.156.236),(204.555.002),-353156236.0,-204555002.0
Tăng các khoản tiền gửi và cho vay các tổ chức tín dụng khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Tăng các khoản tiền gửi và cho vay các tổ chức tín dụng khác,(4.207.414),(5.674.464),-4207414.0,-5674464.0
Tăng các khoản về kinh doanh chứng khoán,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,(12.447.917),(25.402.231),-12447917.0,-25402231.0
Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,-,141.294,,141294.0
Tăng các khoản cho vay khách hàng và các khoản mua nợ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng và các khoản mua nợ,Tăng các khoản cho vay khách hàng và các khoản mua nợ,(308.785.476),(164.801.515),-308785476.0,-164801515.0
"Giảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Giảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác",(12.320.520),(9.431.151),-12320520.0,-9431151.0
(Tăng)/giảm khác về tài sản hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng)/giảm khác về tài sản hoạt động,(Tăng)/giảm khác về tài sản hoạt động,(15.394.909),613.065,-15394909.0,613065.0
Những thay đổi về nợ phải trả hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,450.800.142,156.014.722,450800142.0,156014722.0
Tăng các khoản nợ chính phủ và Ngân hàng Nhà nước,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản nợ chính phủ và Ngân hàng Nhà nước,Tăng các khoản nợ chính phủ và Ngân hàng Nhà nước,39.318.515,8.147.547,39318515.0,8147547.0
"Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng",137.847.904,10.359.119,137847904.0,10359119.0
Tăng tiền gửi của khách hàng,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,207.213.653,146.621.902,207213653.0,146621902.0
Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),52.242.062,(6.904.631),52242062.0,-6904631.0
"Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",1.119.380,(6.410),1119380.0,-6410.0
Tăng công cụ tài chính phải sinh và các khoản nợ tài chính khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng công cụ tài chính phải sinh và các khoản nợ tài chính khác,506.962,191.545,506962.0,191545.0
