row_label_raw,row_label_full,col_0,31/12/2025triệu đồng,31/12/2024triệu đồng,numeric__31/12/2025triệu đồng,numeric__31/12/2024triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,165.819.028,63.887.837,165819028.0,63887837.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,14.315.078,11.260.009,14315078.0,11260009.0
- Bằng VND,- Bằng VND,- Bằng VND,4.492.129,6.102.802,4492129.0,6102802.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,9.822.949,5.157.207,9822949.0,5157207.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,151.503.950,52.627.828,151503950.0,52627828.0
- Bằng VND,- Bằng VND,- Bằng VND,148.618.970,50.971.254,148618970.0,50971254.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.884.980,1.656.574,2884980.0,1656574.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,17.113.794,12.903.651,17113794.0,12903651.0
- Bằng VND,- Bằng VND,- Bằng VND,15.025.322,12.523.482,15025322.0,12523482.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.088.472,380.169,2088472.0,380169.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,(9.096),(5.866),-9096.0,-5866.0
,,,182.923.726,76.785.622,182923726.0,76785622.0
