row_label_raw,row_label_full,Các khoản thuế phải nộp Nhà nước (Thuyết minh 25),31/12/2025triệu đồng > 4.218.259,31/12/2024triệu đồng > 3.574.209,numeric__31/12/2025triệu đồng > 4.218.259,numeric__31/12/2024triệu đồng > 3.574.209
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,1.650.895,552.701,1650895.0,552701.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,2.438.785,2.011.525,2438785.0,2011525.0
Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,18.870.565,15.767.153,18870565.0,15767153.0
Phải trả về dịch vụ thanh toán,Phải trả về dịch vụ thanh toán,Phải trả về dịch vụ thanh toán,12.413.243,7.268.673,12413243.0,7268673.0
"Phải trả liên quan đến dịch vụ liên kết cho các giao dịch chuyển khoản, thanh toán","Phải trả liên quan đến dịch vụ liên kết cho các giao dịch chuyển khoản, thanh toán","Phải trả liên quan đến dịch vụ liên kết cho các giao dịch chuyển khoản, thanh toán",184.193,316.900,184193.0,316900.0
Phải trả và ứng trước người bán,Phải trả và ứng trước người bán,Phải trả và ứng trước người bán,393.813,384.550,393813.0,384550.0
Các khoản ứng trước tiền mua giấy tờ có giá của khách hàng tại Công ty Cổ phần Chứng khoán MB,Các khoản ứng trước tiền mua giấy tờ có giá của khách hàng tại Công ty Cổ phần Chứng khoán MB,Các khoản ứng trước tiền mua giấy tờ có giá của khách hàng tại Công ty Cổ phần Chứng khoán MB,2.871.166,680.981,2871166.0,680981.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,3.330.620,2.980.031,3330620.0,2980031.0
,,,46.371.539,33.536.723,46371539.0,33536723.0
