row_label_raw,row_label_full,col_0,31/12/2025triệu đồngPhải thu/(Phải trả),31/12/2024triệu đồngPhải thu/(Phải trả),numeric__31/12/2025triệu đồngPhải thu/(Phải trả),numeric__31/12/2024triệu đồngPhải thu/(Phải trả)
Công ty con chưa được hợp nhất,Công ty con chưa được hợp nhất,Công ty con chưa được hợp nhất,Công ty con chưa được hợp nhất,Công ty con chưa được hợp nhất,,
Ngân hàng TNHH MTV Việt Nam Hiện ĐạiCác khoản phải thu bán nợ,Công ty con chưa được hợp nhất > Ngân hàng TNHH MTV Việt Nam Hiện ĐạiCác khoản phải thu bán nợ,Ngân hàng TNHH MTV Việt Nam Hiện ĐạiCác khoản phải thu bán nợ,11.248.396,5.852.543,11248396.0,5852543.0
Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,,
Tiền gửi tại MB,Cổ đông lớn > Tiền gửi tại MB,Tiền gửi tại MB,(40.201.646),(40.239.944),-40201646.0,-40239944.0
