row_label_raw,row_label_full,col_0,Năm 2025 triệu đồng,Năm 2024 triệu đồng,numeric__Năm 2025 triệu đồng,numeric__Năm 2024 triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,18.062.236,14.602.602,18062236.0,14602602.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,4.577.142,3.350.501,4577142.0,3350501.0
Thu từ hoạt động môi giới chứng khoán,Thu từ hoạt động môi giới chứng khoán,Thu từ hoạt động môi giới chứng khoán,923.466,628.155,923466.0,628155.0
"Thu từ xử lý nợ, thẩm định giá và khai thác tài sản","Thu từ xử lý nợ, thẩm định giá và khai thác tài sản","Thu từ xử lý nợ, thẩm định giá và khai thác tài sản",427.267,494.094,427267.0,494094.0
"Thu từ kinh doanh, dịch vụ bảo hiểm và doanh thu phí bảo hiểm gốc","Thu từ kinh doanh, dịch vụ bảo hiểm và doanh thu phí bảo hiểm gốc","Thu từ kinh doanh, dịch vụ bảo hiểm và doanh thu phí bảo hiểm gốc",9.331.198,8.443.178,9331198.0,8443178.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,1.000.100,280.325,1000100.0,280325.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,15.708,27.002,15708.0,27002.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,8.452,8.520,8452.0,8520.0
Thu phí khác,Thu phí khác,Thu phí khác,1.778.903,1.370.827,1778903.0,1370827.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(11.483.555),(10.234.353),-11483555.0,-10234353.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(2.684.406),(2.253.715),-2684406.0,-2253715.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(1.682.627),(1.046.664),-1682627.0,-1046664.0
"Chi về xử lý nợ, thẩm định giá và khai thác tài sản","Chi về xử lý nợ, thẩm định giá và khai thác tài sản","Chi về xử lý nợ, thẩm định giá và khai thác tài sản",(326.970),(440.761),-326970.0,-440761.0
Chi về hoạt động kinh doanh bảo hiểm,Chi về hoạt động kinh doanh bảo hiểm,Chi về hoạt động kinh doanh bảo hiểm,(6.276.805),(6.174.019),-6276805.0,-6174019.0
Chi về hoạt động môi giới chứng khoán,Chi về hoạt động môi giới chứng khoán,Chi về hoạt động môi giới chứng khoán,(225.951),(146.539),-225951.0,-146539.0
Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,(22.894),(18.063),-22894.0,-18063.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(40.374),(31.790),-40374.0,-31790.0
Chi khác,Chi khác,Chi khác,(223.528),(122.802),-223528.0,-122802.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,6.578.681,4.368.249,6578681.0,4368249.0
