row_label_raw,row_label_full,col_0,Tổng nợ cho vay khách hàng triệu đồng,"Tổng tiền gửi, cho vay tại NHNN và các TCTD khác triệu đồng",Hoạt động mua nợ triệu đồng,Cam kết ngoại bằng triệu đồng,Công cụ tài chính phải sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng nợ cho vay khách hàng triệu đồng,"numeric__Tổng tiền gửi, cho vay tại NHNN và các TCTD khác triệu đồng",numeric__Hoạt động mua nợ triệu đồng,numeric__Cam kết ngoại bằng triệu đồng,numeric__Công cụ tài chính phải sinh triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,1.074.688.741,248.005.231,2.465.314,378.836.572,328.286.344,230.449.032,1074688741.0,248005231.0,2465314.0,378836572.0,328286344.0,230449032.0
Nước ngoài,Nước ngoài,Nước ngoài,9.330.629,3.422.017,-,772.313,-,51.179,9330629.0,3422017.0,,772313.0,,51179.0
,,,1.084.019.370,251.427.248,2.465.314,379.608.885,328.286.344,230.500.211,1084019370.0,251427248.0,2465314.0,379608885.0,328286344.0,230500211.0
