row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022Triệu đồng,Tại ngày 31 tháng 12 năm > 2021Triệu đồng,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022Triệu đồng,numeric__Tại ngày 31 tháng 12 năm > 2021Triệu đồng
1,1,1,Bảo lãnh vay vốn,36.1,406.790,11.386,,361.0,406790.0,11386.0
2,2,2,Cam kết giao dịch hối đoái,36.1,69.775.987,43.104.228,,361.0,69775987.0,43104228.0
,,,- Cam kết mua ngoại tệ,,2.512.790,3.259.476,,,2512790.0,3259476.0
,,,- Cam kết bán ngoại tệ,,2.912.961,2.055.376,,,2912961.0,2055376.0
,,,- Cam kết giao dịch hoán đổi,,64.350.236,37.789.376,,,64350236.0,37789376.0
4,4,4,Cam kết trong nghiệp vụ L/C,36.1,4.155.744,6.211.963,,361.0,4155744.0,6211963.0
5,5,5,Bảo lãnh khác,36.1,4.215.505,4.137.887,,361.0,4215505.0,4137887.0
6,6,6,Các cam kết khác,36.1,3.724.488,9.062.667,,361.0,3724488.0,9062667.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,37.1,1.518.715,1.418.611,,371.0,1518715.0,1418611.0
8,8,8,Nợ khó đòi đã xử lý,37.2,11.426.060,8.921.449,,372.0,11426060.0,8921449.0
9,9,9,Tài sản và chứng từ khác,37.3,14.277.966,11.075.226,,373.0,14277966.0,11075226.0
,,,,,109.501.255,83.943.417,,,109501255.0,83943417.0
