row_label_raw,row_label_full,col_0,31.12.2022Triệu đồng,31.12.2021Triệu đồng,numeric__31.12.2022Triệu đồng,numeric__31.12.2021Triệu đồng
Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,,,,
- Dưới 12 tháng,Chứng chỉ tiền gửi bằng VND > - Dưới 12 tháng,- Dưới 12 tháng,7.650.000,830.000,7650000.0,830000.0
- Từ 12 tháng đến dưới 5 năm,Chứng chỉ tiền gửi bằng VND > - Từ 12 tháng đến dưới 5 năm,- Từ 12 tháng đến dưới 5 năm,2.972.000,5.406.000,2972000.0,5406000.0
- Từ 5 năm trở lên,Chứng chỉ tiền gửi bằng VND > - Từ 5 năm trở lên,- Từ 5 năm trở lên,157.000,177.000,157000.0,177000.0
Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,,,,
- Từ 12 tháng đến dưới 5 năm,Trái phiếu thường bằng VND > - Từ 12 tháng đến dưới 5 năm,- Từ 12 tháng đến dưới 5 năm,19.450.000,22.578.000,19450000.0,22578000.0
- Từ 5 năm trở lên,Trái phiếu thường bằng VND > - Từ 5 năm trở lên,- Từ 5 năm trở lên,6.352.063,6.352.063,6352063.0,6352063.0
Trái phiếu chuyển đổi bằng USD (i),Trái phiếu chuyển đổi bằng USD (i),Trái phiếu chuyển đổi bằng USD (i),,,,
- Từ 5 năm trở lên,Trái phiếu chuyển đổi bằng USD (i) > - Từ 5 năm trở lên,- Từ 5 năm trở lên,7.621.250,7.442.500,7621250.0,7442500.0
Chi phí phát hành giấy tờ có giá,Trái phiếu chuyển đổi bằng USD (i) > Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,(40.673),(29.450),-40673.0,-29450.0
,,,44.161.640,42.756.113,44161640.0,42756113.0
