row_label_raw,row_label_full,col_0,31.12.2022Triệu đồng,31.12.2021Triệu đồng,numeric__31.12.2022Triệu đồng,numeric__31.12.2021Triệu đồng
- Tiền gửi có kỳ hạn,"Các công ty Ngân hàng đầu tư, góp vốn > - Tiền gửi có kỳ hạn",- Tiền gửi có kỳ hạn,100.000,250.000,100000.0,250000.0
"- Tiền gửi ký quỹ, đảm bảo thanh toán","Các công ty Ngân hàng đầu tư, góp vốn > - Tiền gửi ký quỹ, đảm bảo thanh toán","- Tiền gửi ký quỹ, đảm bảo thanh toán",28.833,28.833,28833.0,28833.0
Cho vay khách hàng,"Các công ty Ngân hàng đầu tư, góp vốn > Cho vay khách hàng",Cho vay khách hàng,2.914.406,2.390.289,2914406.0,2390289.0
Lãi dự thu từ cho vay,"Các công ty Ngân hàng đầu tư, góp vốn > Lãi dự thu từ cho vay",Lãi dự thu từ cho vay,2.723,1.723,2723.0,1723.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,
Tiền gửi của khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > Tiền gửi của khách hàng",Tiền gửi của khách hàng,1.607.628,3.541.349,1607628.0,3541349.0
- Tiền gửi thanh toán,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > - Tiền gửi thanh toán",- Tiền gửi thanh toán,353.138,575.516,353138.0,575516.0
- Tiền gửi tiết kiệm,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > - Tiền gửi tiết kiệm",- Tiền gửi tiết kiệm,335.660,273.338,335660.0,273338.0
- Tiền gửi có kỳ hạn,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > - Tiền gửi có kỳ hạn",- Tiền gửi có kỳ hạn,918.830,2.692.495,918830.0,2692495.0
Cho vay khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > Cho vay khách hàng",Cho vay khách hàng,46.438,20.236,46438.0,20236.0
Tài sản Có khác,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > Tài sản Có khác",Tài sản Có khác,337,292.737,337.0,292737.0
- Dự thu lãi cho vay,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > - Dự thu lãi cho vay",- Dự thu lãi cho vay,337,90,337.0,90.0
- Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > - Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu",- Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,-,292.647,,292647.0
