row_label_raw,row_label_full,col_0,31.12.2022Triệu đồng,31.12.2021Triệu đồng,numeric__31.12.2022Triệu đồng,numeric__31.12.2021Triệu đồng
Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,,
Tiền gửi của khách hàng,Cổ đông lớn và các bên liên quan với cổ đông lớn > Tiền gửi của khách hàng,Tiền gửi của khách hàng,1.763.992,1.342.328,1763992.0,1342328.0
- Tiền gửi thanh toán,Cổ đông lớn và các bên liên quan với cổ đông lớn > - Tiền gửi thanh toán,- Tiền gửi thanh toán,697.838,742.328,697838.0,742328.0
- Tiền gửi có kỳ hạn,Cổ đông lớn và các bên liên quan với cổ đông lớn > - Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,1.052.154,586.000,1052154.0,586000.0
"- Tiền gửi ký quỹ, đảm bảo thanh toán","Cổ đông lớn và các bên liên quan với cổ đông lớn > - Tiền gửi ký quỹ, đảm bảo thanh toán","- Tiền gửi ký quỹ, đảm bảo thanh toán",14.000,14.000,14000.0,14000.0
Cho vay khách hàng,Cổ đông lớn và các bên liên quan với cổ đông lớn > Cho vay khách hàng,Cho vay khách hàng,36,-,36.0,
Các khoản phải thu khác,Cổ đông lớn và các bên liên quan với cổ đông lớn > Các khoản phải thu khác,Các khoản phải thu khác,373.011,435.063,373011.0,435063.0
"Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn",,
Tiền gửi của khách hàng,"Các công ty Ngân hàng đầu tư, góp vốn > Tiền gửi của khách hàng",Tiền gửi của khách hàng,469.422,794.655,469422.0,794655.0
- Tiền gửi thanh toán và vốn chuyên dụng,"Các công ty Ngân hàng đầu tư, góp vốn > - Tiền gửi thanh toán và vốn chuyên dụng",- Tiền gửi thanh toán và vốn chuyên dụng,340.589,515.822,340589.0,515822.0
