row_label_raw,row_label_full,col_0,31.12.2022%,31.12.2021%,numeric__31.12.2022%,numeric__31.12.2021%
Trái phiếu Chính phủ bằng VND,Trái phiếu Chính phủ bằng VND,Trái phiếu Chính phủ bằng VND,Không áp dụng,"2,00 - 7,70",,
Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành bằng VND,Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành bằng VND,Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành bằng VND,"4,00 - 11,50","2,40 - 8,08",,
