row_label_raw,row_label_full,col_0,31.12.2022%,31.12.2021%,numeric__31.12.2022%,numeric__31.12.2021%
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"2,70 - 8,10","1,25 - 2,90",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"4,50 - 4,60","0,10 - 0,50",,
Cho vay TCTD khác bằng VND,Tiền gửi có kỳ hạn bằng ngoại tệ > Cho vay TCTD khác bằng VND,Cho vay TCTD khác bằng VND,Không áp dụng,"1,30",,1.3
Cho vay tái tài trợ về nghiệp vụ UPAS L/C bằng VND,Cho vay tái tài trợ về nghiệp vụ UPAS L/C bằng VND,Cho vay tái tài trợ về nghiệp vụ UPAS L/C bằng VND,"4,30 - 11,10",Không áp dụng,,
Cho vay tái tài trợ về nghiệp vụ UPAS L/C bằng ngoại tệ,Cho vay tái tài trợ về nghiệp vụ UPAS L/C bằng VND > Cho vay tái tài trợ về nghiệp vụ UPAS L/C bằng ngoại tệ,Cho vay tái tài trợ về nghiệp vụ UPAS L/C bằng ngoại tệ,"4,89",Không áp dụng,4.89,
