row_label_raw,row_label_full,col_0,31.12.2022Triệu đồng,31.12.2021Triệu đồng,numeric__31.12.2022Triệu đồng,numeric__31.12.2021Triệu đồng
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,311.149,193.582,311149.0,193582.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Phải trả giao dịch chuyển tiền nhanh qua thể,Các khoản phải trả cho bên ngoài > - Phải trả giao dịch chuyển tiền nhanh qua thể,- Phải trả giao dịch chuyển tiền nhanh qua thể,1.784.549,777.136,1784549.0,777136.0
- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),Các khoản phải trả cho bên ngoài > - Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),1.483.465,485.277,1483465.0,485277.0
- Tiền giữ hộ và chờ thanh toán,Các khoản phải trả cho bên ngoài > - Tiền giữ hộ và chờ thanh toán,- Tiền giữ hộ và chờ thanh toán,478.133,437.978,478133.0,437978.0
- Phải trả chờ thanh toán UPAS L/C,Các khoản phải trả cho bên ngoài > - Phải trả chờ thanh toán UPAS L/C,- Phải trả chờ thanh toán UPAS L/C,412.529,38.174,412529.0,38174.0
- Phải trả cho đại lý,Các khoản phải trả cho bên ngoài > - Phải trả cho đại lý,- Phải trả cho đại lý,345.700,79.592,345700.0,79592.0
- Hoa hồng phải trả,Các khoản phải trả cho bên ngoài > - Hoa hồng phải trả,- Hoa hồng phải trả,172.669,125.308,172669.0,125308.0
- Các khoản chờ thanh toán,Các khoản phải trả cho bên ngoài > - Các khoản chờ thanh toán,- Các khoản chờ thanh toán,7.008,265.973,7008.0,265973.0
Các khoản chi phí trích trước,Các khoản phải trả cho bên ngoài > Các khoản chi phí trích trước,Các khoản chi phí trích trước,79.726,77.162,79726.0,77162.0
"Quỹ khen thưởng, phúc lợi","Các khoản phải trả cho bên ngoài > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",35.289,30.656,35289.0,30656.0
Phải trả khác,Các khoản phải trả cho bên ngoài > Phải trả khác,Phải trả khác,595.080,600.048,595080.0,600048.0
,,,5.705.297,3.110.886,5705297.0,3110886.0
