row_label_raw,row_label_full,col_0,2022Triệu đồng,2021Triệu đồng,numeric__2022Triệu đồng,numeric__2021Triệu đồng
Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,"Thành viên Hội đồng Quản trị, Ban Kiểm soát vàBan Tổng Giám đốc của Ngân hàng và các bênliên quan đến các cá nhân này > Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi",Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,23.181.292,177.680.993,23181292.0,177680993.0
Giảm tiền gửi của khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát vàBan Tổng Giám đốc của Ngân hàng và các bênliên quan đến các cá nhân này > Giảm tiền gửi của khách hàng",Giảm tiền gửi của khách hàng,22.483.074,177.612.442,22483074.0,177612442.0
Tăng cho vay khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát vàBan Tổng Giám đốc của Ngân hàng và các bênliên quan đến các cá nhân này > Tăng cho vay khách hàng",Tăng cho vay khách hàng,37.200,100.745,37200.0,100745.0
Giảm cho vay khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát vàBan Tổng Giám đốc của Ngân hàng và các bênliên quan đến các cá nhân này > Giảm cho vay khách hàng",Giảm cho vay khách hàng,11.388,87.945,11388.0,87945.0
Thu nhập lãi cho vay,"Thành viên Hội đồng Quản trị, Ban Kiểm soát vàBan Tổng Giám đốc của Ngân hàng và các bênliên quan đến các cá nhân này > Thu nhập lãi cho vay",Thu nhập lãi cho vay,1.595,2.618,1595.0,2618.0
Thu nhập từ hoạt động dịch vụ,"Thành viên Hội đồng Quản trị, Ban Kiểm soát vàBan Tổng Giám đốc của Ngân hàng và các bênliên quan đến các cá nhân này > Thu nhập từ hoạt động dịch vụ",Thu nhập từ hoạt động dịch vụ,224.479,266.042,224479.0,266042.0
- Phí dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu (i),"Thành viên Hội đồng Quản trị, Ban Kiểm soát vàBan Tổng Giám đốc của Ngân hàng và các bênliên quan đến các cá nhân này > - Phí dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu (i)",- Phí dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu (i),224.479,266.042,224479.0,266042.0
Thù lao/thu nhập trả cho:,Thù lao/thu nhập trả cho:,Thù lao/thu nhập trả cho:,Thù lao/thu nhập trả cho:,Thù lao/thu nhập trả cho:,,
- Hội đồng Quản trị (ii),Thù lao/thu nhập trả cho: > - Hội đồng Quản trị (ii),- Hội đồng Quản trị (ii),8.408,10.902,8408.0,10902.0
"- Ban Tổng Giám đốc, Giám đốc tài chính và kế toán trưởng (iii)","Thù lao/thu nhập trả cho: > - Ban Tổng Giám đốc, Giám đốc tài chính và kế toán trưởng (iii)","- Ban Tổng Giám đốc, Giám đốc tài chính và kế toán trưởng (iii)",29.317,29.498,29317.0,29498.0
Thù lao/thu nhập và chi phí hoạt động của Ban Kiểm soát,Thù lao/thu nhập trả cho: > Thù lao/thu nhập và chi phí hoạt động của Ban Kiểm soát,Thù lao/thu nhập và chi phí hoạt động của Ban Kiểm soát,4.812,3.315,4812.0,3315.0
