row_label_raw,row_label_full,col_0,31.12.2022%,31.12.2021%,numeric__31.12.2022%,numeric__31.12.2021%
Các khoản cho vay bằng VND,Các khoản cho vay bằng VND,Các khoản cho vay bằng VND,Các khoản cho vay bằng VND,Các khoản cho vay bằng VND,,
- Ngắn hạn,- Ngắn hạn,- Ngắn hạn,"0,00 - 79,02","0,00 - 79,02",,
- Trung hạn,- Trung hạn,- Trung hạn,"0,00 - 70,00","0,00 - 70,00",,
- Dải hạn,- Dải hạn,- Dải hạn,"2,80 - 25,00","1,00 - 25,00",,
Các khoản cho vay bằng ngoại tệ,Các khoản cho vay bằng ngoại tệ,Các khoản cho vay bằng ngoại tệ,Các khoản cho vay bằng ngoại tệ,Các khoản cho vay bằng ngoại tệ,,
- Ngắn hạn,- Ngắn hạn,- Ngắn hạn,"2,85 - 8,40","2,50 - 6,00",,
- Trung hạn,- Trung hạn,- Trung hạn,"7,40 - 10,00","3,42 - 9,00",,
- Dải hạn,- Dải hạn,- Dải hạn,"0,01 - 9,51","0,01 - 6,77",,
