row_label_raw,row_label_full,Chỉ tiêuItems,Năm 2022FY2022,Năm 2021FY2021,Tỷ lệ tăng (%)% growth,numeric__Năm 2022FY2022,numeric__Năm 2021FY2021,numeric__Tỷ lệ tăng (%)% growth
"Lợi nhuận sau thuế (riêng lẻ, tỷ đồng)Profit after tax (separate, in VND trillion)","Lợi nhuận sau thuế (riêng lẻ, tỷ đồng)Profit after tax (separate, in VND trillion)","Lợi nhuận sau thuế (riêng lẻ, tỷ đồng)Profit after tax (separate, in VND trillion)",7.649,6.038,27%,7649.0,6038.0,0.27
"Lợi nhuận sau thuế (hợp nhất, tỷ đồng)Profit after tax (consolidated, in VND trillion)","Lợi nhuận sau thuế (hợp nhất, tỷ đồng)Profit after tax (consolidated, in VND trillion)","Lợi nhuận sau thuế (hợp nhất, tỷ đồng)Profit after tax (consolidated, in VND trillion)",8.209,6.453,27%,8209.0,6453.0,0.27
