row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các TCTD khác Triệu đồng,Cho vay khách hàng Triệu đồng,Tiền gửi và vay các TCTD khác Triệu đồng,Tiền gửi của khách hàng Triệu đồng,Công cụ tài chính phái sinh (*) Triệu đồng,Kinh doanh và đầu tư chứng khoán Triệu đồng,"Góp vốn, đầu tư dài hạn Triệu đồng","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro Triệu đồng",Phát hành giấy tờ có giá Triệu đồng,Các cam kết tín dụng Triệu đồng,numeric__Tiền gửi và cho vay các TCTD khác Triệu đồng,numeric__Cho vay khách hàng Triệu đồng,numeric__Tiền gửi và vay các TCTD khác Triệu đồng,numeric__Tiền gửi của khách hàng Triệu đồng,numeric__Công cụ tài chính phái sinh (*) Triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán Triệu đồng,"numeric__Góp vốn, đầu tư dài hạn Triệu đồng","numeric__Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro Triệu đồng",numeric__Phát hành giấy tờ có giá Triệu đồng,numeric__Các cam kết tín dụng Triệu đồng
31.12.2022,31.12.2022,31.12.2022,31.12.2022,31.12.2022,31.12.2022,31.12.2022,31.12.2022,31.12.2022,31.12.2022,31.12.2022,31.12.2022,31.12.2022,31122022.0,31122022.0,31122022.0,31122022.0,31122022.0,31122022.0,31122022.0,31122022.0,31122022.0,31122022.0
Trong nước,Trong nước,Trong nước,47.341.143,263.856.383,75.494.158,215.797.174,31.449.499,50.617.010,163.921,2.860.155,36.551.912,9.105.314,47341143.0,263856383.0,75494158.0,215797174.0,31449499.0,50617010.0,163921.0,2860155.0,36551912.0,9105314.0
Nước ngoài,Nước ngoài,Nước ngoài,1.791.174,-,17.159.042,-,903.883,-,-,-,7.609.728,-,1791174.0,,17159042.0,,903883.0,,,,7609728.0,
,,,49.132.317,263.856.383,92.653.200,215.797.174,32.353.382,50.617.010,163.921,2.860.155,44.161.640,9.105.314,49132317.0,263856383.0,92653200.0,215797174.0,32353382.0,50617010.0,163921.0,2860155.0,44161640.0,9105314.0
31.12.2021,31.12.2021,31.12.2021,31.12.2021,31.12.2021,31.12.2021,31.12.2021,31.12.2021,31.12.2021,31.12.2021,31.12.2021,31.12.2021,31.12.2021,31122021.0,31122021.0,31122021.0,31122021.0,31122021.0,31122021.0,31122021.0,31122021.0,31122021.0,31122021.0
Trong nước,Trong nước,Trong nước,54.288.888,203.210.901,94.798.766,183.283.117,16.958.156,76.812.976,144.421,2.936.864,35.316.326,11.068.382,54288888.0,203210901.0,94798766.0,183283117.0,16958156.0,76812976.0,144421.0,2936864.0,35316326.0,11068382.0
Nước ngoài,Nước ngoài,Nước ngoài,1.653.756,-,12.443.816,-,4.880.742,-,-,-,7.439.787,-,1653756.0,,12443816.0,,4880742.0,,,,7439787.0,
,,,55.942.644,203.210.901,107.242.582,183.283.117,21.838.898,76.812.976,144.421,2.936.864,42.756.113,11.068.382,55942644.0,203210901.0,107242582.0,183283117.0,21838898.0,76812976.0,144421.0,2936864.0,42756113.0,11068382.0
