row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > Dự phòng,Số đầu năm > Số lượng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,Số đầu năm > Dự phòng,numeric__Số cuối năm > Số lượng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Số lượng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > Dự phòng
Trái phiếu,Trái phiếu,Trái phiếu,3.366.337,340.189.058.916,340.189.058.916,-,-,-,-,-,3366337.0,340189058916.0,340189058916.0,,,,,
,,,,340.189.058.916,,,,-,,,,340189058916.0,,,,,,
