row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,539.196.513.936,430.625.596.657,539196513936.0,430625596657.0
Phải thu từ hoạt động xây lắp,Phải thu từ hoạt động xây lắp,Phải thu từ hoạt động xây lắp,-,170.859.079.471,,170859079471.0
Phải thu từ hoạt động sản xuất và kinh doanh điện,Phải thu từ hoạt động sản xuất và kinh doanh điện,Phải thu từ hoạt động sản xuất và kinh doanh điện,459.457.573.707,207.895.971.133,459457573707.0,207895971133.0
"Phải thu ngắn hạn từ hoạt động cho thuê,quản lý bất động sản và các hoạt động khác","Phải thu ngắn hạn từ hoạt động cho thuê,quản lý bất động sản và các hoạt động khác","Phải thu ngắn hạn từ hoạt động cho thuê,quản lý bất động sản và các hoạt động khác",21.170.468.118,14.628.774.375,21170468118.0,14628774375.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.019.824.555.761,824.009.421.636,1019824555761.0,824009421636.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(11.220.182.448),(14.196.713.795),-11220182448.0,-14196713795.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn từ các khách hàng khác,Trong đó: > Phải thu ngắn hạn từ các khách hàng khác,Phải thu ngắn hạn từ các khách hàng khác,1.018.136.981.555,821.098.377.781,1018136981555.0,821098377781.0
Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 33.2),Trong đó: > Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 33.2),Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 33.2),1.687.574.206,2.911.043.855,1687574206.0,2911043855.0
Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,,
Các khách hàng mua nhà tại Dự án Hà ĐôCentrosa Garden,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Các khách hàng mua nhà tại Dự án Hà ĐôCentrosa Garden,Các khách hàng mua nhà tại Dự án Hà ĐôCentrosa Garden,418.693.691.164,368.683.534.987,418693691164.0,368683534987.0
Công ty Mua bán điện,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Công ty Mua bán điện,Công ty Mua bán điện,382.792.782.964,51.424.480.796,382792782964.0,51424480796.0
Tổng Công ty Điện lực Miền Bắc,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Tổng Công ty Điện lực Miền Bắc,Tổng Công ty Điện lực Miền Bắc,51.780.399.995,125.410.208.804,51780399995.0,125410208804.0
