row_label_raw,row_label_full,Cổ tức đã công bố và đã trả trong năm,Năm nay > Cổ tức đã công bố và đã trả trong năm,Đơn vị tính: VND > Năm trước > Cổ tức đã công bố và đã trả trong năm,numeric__Năm nay > Cổ tức đã công bố và đã trả trong năm,numeric__Đơn vị tính: VND > Năm trước > Cổ tức đã công bố và đã trả trong năm
Cổ tức trên cổ phiếu phổ thông (i),Cổ tức trên cổ phiếu phổ thông (i),Cổ tức trên cổ phiếu phổ thông (i),327.256.970.000,510.212.308.000,327256970000.0,510212308000.0
Cổ tức trả bằng cổ phiếu cho năm 2020:32.725.697 cổ phiếu/163.631.718 cổphiếu hiện hữu (2019: 35.593.729 cổphiếu/118.681.289 cổ phiếu hiện hữu),Cổ tức trả bằng cổ phiếu cho năm 2020:32.725.697 cổ phiếu/163.631.718 cổphiếu hiện hữu (2019: 35.593.729 cổphiếu/118.681.289 cổ phiếu hiện hữu),Cổ tức trả bằng cổ phiếu cho năm 2020:32.725.697 cổ phiếu/163.631.718 cổphiếu hiện hữu (2019: 35.593.729 cổphiếu/118.681.289 cổ phiếu hiện hữu),327.256.970.000,355.937.290.000,327256970000.0,355937290000.0
Cổ tức trả bằng tiền cho 2020: 1.000VND/cổ phiếu,Cổ tức trả bằng tiền cho 2020: 1.000VND/cổ phiếu,Cổ tức trả bằng tiền cho 2020: 1.000VND/cổ phiếu,-,154.275.018.000,,154275018000.0
Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,-,-,,
Cổ tức đã công bố sau ngày kết thúc kỳ kếtoán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12,Cổ tức đã công bố sau ngày kết thúc kỳ kếtoán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12,Cổ tức đã công bố sau ngày kết thúc kỳ kếtoán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12,Cổ tức đã công bố sau ngày kết thúc kỳ kếtoán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12,Cổ tức đã công bố sau ngày kết thúc kỳ kếtoán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12,,
Cổ tức trên cổ phiếu phổ thông (ii),Cổ tức đã công bố sau ngày kết thúc kỳ kếtoán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12 > Cổ tức trên cổ phiếu phổ thông (ii),Cổ tức trên cổ phiếu phổ thông (ii),203.838.815.000,-,203838815000.0,
Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,-,-,,
