row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước(Trình bày lại),numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước(Trình bày lại)
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (*),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (*),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (*),1.096.497.637.724,979.141.709.319,1096497637724.0,979141709319.0
"Điều chính giảm do trích quỹ khen thưởng phúc lợi,thù lao HĐQT (*)","Điều chính giảm do trích quỹ khen thưởng phúc lợi,thù lao HĐQT (*)","Điều chính giảm do trích quỹ khen thưởng phúc lợi,thù lao HĐQT (*)",-,(20.670.000.000),,-20670000000.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,1.096.497.637.724,958.471.709.319,1096497637724.0,958471709319.0
Ảnh hưởng suy giảm do chi phí lãi vay phát sinh từ trái phiếu kèm chứng quyền,Ảnh hưởng suy giảm do chi phí lãi vay phát sinh từ trái phiếu kèm chứng quyền,Ảnh hưởng suy giảm do chi phí lãi vay phát sinh từ trái phiếu kèm chứng quyền,6.999.462.379,22.445.222.789,6999462379.0,22445222789.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,1.103.497.100.103,980.916.932.108,1103497100103.0,980916932108.0
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,191.204.821,154.245.609,191204821.0,154245609.0
Ảnh hưởng của cổ tức bằng cổ phiếu (**),Ảnh hưởng của cổ tức bằng cổ phiếu (**),Ảnh hưởng của cổ tức bằng cổ phiếu (**),-,32.725.697,,32725697.0
"Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu, sau điều chỉnh","Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu, sau điều chỉnh","Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu, sau điều chỉnh",191.204.821,186.971.306,191204821.0,186971306.0
Ảnh hưởng suy giảm do Trái phiếu kém chứng quyền (***),Ảnh hưởng suy giảm do Trái phiếu kém chứng quyền (***),Ảnh hưởng suy giảm do Trái phiếu kém chứng quyền (***),11.393.801,14.772.550,11393801.0,14772550.0
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,202.598.622,201.743.856,202598622.0,201743856.0
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,5.735,5.126,5735.0,5126.0
Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,5.447,4.862,5447.0,4862.0
