row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGẮN HẠN,,4.116.446.813.081,4.187.241.350.048,,,4116446813081.0,4187241350048.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,230.395.142.669,437.921.796.024,,5.0,230395142669.0,437921796024.0
111,111,111,1. Tiền,,196.895.142.669,343.801.796.024,,,196895142669.0,343801796024.0
112,112,112,2. Các khoản tương đương tiền,,33.500.000.000,94.120.000.000,,,33500000000.0,94120000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,679.939.058.916,69.960.000.000,,,679939058916.0,69960000000.0
121,121,121,1. Chứng khoán kinh doanh,6.1,340.189.058.916,-,,61.0,340189058916.0,
123,123,123,2. Đầu tư nấm giữ đến ngày đáo hạn,6.2,339.750.000.000,69.960.000.000,,62.0,339750000000.0,69960000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.712.708.439.253,1.779.093.988.139,,,1712708439253.0,1779093988139.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,1.019.824.555.761,824.009.421.636,,71.0,1019824555761.0,824009421636.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,384.339.394.109,518.436.244.442,,72.0,384339394109.0,518436244442.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,56.299.901.708,182.894.497.583,,8.0,56299901708.0,182894497583.0
136,136,136,4. Phải thu ngắn hạn khác,9,350.439.608.792,295.879.783.991,,9.0,350439608792.0,295879783991.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,10,(98.195.021.117),(42.125.959.513),,10.0,-98195021117.0,-42125959513.0
140,140,140,IV. Hàng tồn kho,11,1.364.647.528.078,1.756.579.336.824,,11.0,1364647528078.0,1756579336824.0
141,141,141,1. Hàng tồn kho,,1.364.647.528.078,1.756.579.336.824,,,1364647528078.0,1756579336824.0
150,150,150,V. Tài sản ngắn hạn khác,,128.756.644.165,143.686.229.061,,,128756644165.0,143686229061.0
151,151,151,1. Chi phí trả trước ngắn hạn,,1.612.382.655,1.161.748.848,,,1612382655.0,1161748848.0
152,152,152,2. Thuế GTGT được khấu trừ,20,125.228.100.410,121.986.474.943,,20.0,125228100410.0,121986474943.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,20,1.916.161.100,20.538.005.270,,20.0,1916161100.0,20538005270.0
