row_label_raw,row_label_full,Bên liên quan > Công ty Hà Đô 1,Mối quan hệ > Công ty có chung thành viên HĐQT từ ngày 3 tháng 6 năm 2021,Nội dung nghiệp vụ > Phí dịch vụ thi công đã trả > Phí dịch vụ thi công phải trả > Tạm ứng thi công > Doanh thu cung cấp dịch vụ > Thu tiền phí tư vấn quản lý,Đơn vị tính: VND > Năm nay > 251.216.705.158 > 244.898.794.204 > 4.900.000.000 > 425.414.192 > 3.663.841.264,Đơn vị tính: VND > Năm trước > -,numeric__Mối quan hệ > Công ty có chung thành viên HĐQT từ ngày 3 tháng 6 năm 2021,numeric__Nội dung nghiệp vụ > Phí dịch vụ thi công đã trả > Phí dịch vụ thi công phải trả > Tạm ứng thi công > Doanh thu cung cấp dịch vụ > Thu tiền phí tư vấn quản lý,numeric__Đơn vị tính: VND > Năm nay > 251.216.705.158 > 244.898.794.204 > 4.900.000.000 > 425.414.192 > 3.663.841.264,numeric__Đơn vị tính: VND > Năm trước > -
Các cá nhân,Các cá nhân,Các cá nhân,Bên liên quan khác,Đi vay,-,40.000.000.000,,,,40000000000.0
Các cá nhân,Các cá nhân,Các cá nhân,Bên liên quan khác,Thu hồi gốc đi vay,40.000.000.000,-,,,40000000000.0,
Các cá nhân,Các cá nhân,Các cá nhân,Bên liên quan khác,Doanh thu chuyển nhượng bất động sản,6.945.739.964,-,,,6945739964.0,
Các cá nhân,Các cá nhân,Các cá nhân,Bên liên quan khác,Nộp tiền mua bất động sản,22.548.525.000,-,,,22548525000.0,
Các cá nhân,Các cá nhân,Các cá nhân,Bên liên quan khác,Tạm ứng,89.546.000.000,,,,89546000000.0,
Các cá nhân,Các cá nhân,Các cá nhân,Bên liên quan khác,Hoàn ứng,24.278.780.000,,,,24278780000.0,
Các cá nhân,Các cá nhân,Các cá nhân,Bên liên quan khác,Tiền mua cổ phần phải thu,13.335.876.000,-,,,13335876000.0,
Các cá nhân,Các cá nhân,Các cá nhân,Bên liên quan khác,Tiền mua cổ phần đã thu,13.335.876.000,-,,,13335876000.0,
