row_label_raw,row_label_full,19.5. Các quỹ của công ty:,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,78.099.684.648,70.099.684.648,78099684648.0,70099684648.0
Quỹ hỗ trợ sắp xếp doanh nghiệp,Quỹ hỗ trợ sắp xếp doanh nghiệp,Quỹ hỗ trợ sắp xếp doanh nghiệp,,,,
Quỹ khác thuộc vốn chủ sở hữu,Quỹ hỗ trợ sắp xếp doanh nghiệp > Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,4.971.647.795,4.971.647.795,4971647795.0,4971647795.0
