row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2020,Năm 2019,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2020,numeric__Năm 2019
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,4.411.272.831.269,4.555.724.981.520,,,4411272831269.0,4555724981520.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,104.537.871.187,171.766.214.601,,,104537871187.0,171766214601.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch,,4.306.734.960.082,4.383.958.766.919,,,4306734960082.0,4383958766919.0
11,11,11,4. Giá vốn hàng bán,VI.03,3.811.430.564.163,4.079.806.626.354,,,3811430564163.0,4079806626354.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,495.304.395.919,304.152.140.565,,,495304395919.0,304152140565.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,353.340.383.441,261.991.657.975,,,353340383441.0,261991657975.0
22,22,22,7. Chi phí tài chính,VI.05,200.180.428.830,99.814.644.136,,,200180428830.0,99814644136.0
23,23,23,Trong đó: Chi phí lãi vay,,195.185.213.894,94.347.656.439,,,195185213894.0,94347656439.0
24,24,24,8. Chi phí bán hàng,VI.06,24.296.808.259,33.744.254.505,,,24296808259.0,33744254505.0
25,25,25,9. Chi phí quản lý doanh nghiệp,VI.06,93.079.388.519,112.623.808.509,,,93079388519.0,112623808509.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,531.088.153.752,319.961.091.390,,,531088153752.0,319961091390.0
31,31,31,11. Thu nhập khác,VI.07,5.219.627.503,80.855.298.518,,,5219627503.0,80855298518.0
32,32,32,12. Chi phí khác,VI.08,3.002.836.925,13.364.670.218,,,3002836925.0,13364670218.0
40,40,40,13. Lợi nhuận khác,,2.216.790.578,67.490.628.300,,,2216790578.0,67490628300.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,533.304.944.330,387.451.719.690,,,533304944330.0,387451719690.0
51,51,51,15. Chi phí thuế TNDN hiện hành,VI.10,23.786.057.230,13.053.392.966,,,23786057230.0,13053392966.0
52,52,52,16. Chi phí thuế TNDN hoãn lại,,,,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,509.518.887.100,374.398.326.724,,,509518887100.0,374398326724.0
