row_label_raw,row_label_full,Bên liên quan (tiếp theo),Nội dung nghiệp vụ,Giá trị giao dịch(VND),numeric__Nội dung nghiệp vụ,numeric__Giá trị giao dịch(VND)
+ Công ty Cổ phần Du Lịch An Giang,+ Công ty Cổ phần Du Lịch An Giang,+ Công ty Cổ phần Du Lịch An Giang,,,,
+ Công ty Cổ phần Du Lịch An Giang,+ Công ty Cổ phần Du Lịch An Giang > + Công ty Cổ phần Du Lịch An Giang,+ Công ty Cổ phần Du Lịch An Giang,Vay huy động vốn,65.700.000.000,,65700000000.0
+ Công ty Cổ phần Du Lịch An Giang,+ Công ty Cổ phần Du Lịch An Giang > + Công ty Cổ phần Du Lịch An Giang,+ Công ty Cổ phần Du Lịch An Giang,"Dịch vụ nhà hàng, khách sạn, vé máy bay",7.799.605.762,,7799605762.0
+ Công ty Cổ phần Du Lịch An Giang,+ Công ty Cổ phần Du Lịch An Giang > + Công ty Cổ phần Du Lịch An Giang,+ Công ty Cổ phần Du Lịch An Giang,Lãi vay,5.121.061.000,,5121061000.0
+ Công ty Cổ phần Du Lịch An Giang,+ Công ty Cổ phần Du Lịch An Giang > + Công ty Cổ phần Du Lịch An Giang,+ Công ty Cổ phần Du Lịch An Giang,Bảo hiểm,16.128.000,,16128000.0
+ Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp,,,,
+ Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp > + Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp,Góp vốn cổ phần,11.000.000.000,,11000000000.0
+ Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp > + Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp,Vật tư,45.803.200,,45803200.0
+ Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp > + Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp,Thuê bằng hiệu và 03 văn phòng đại diện,3.500.000.000,,3500000000.0
+ Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp > + Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp,"Dịch vụ nhà hàng, khách sạn, vé máy bay",405.142.000,,405142000.0
+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,,,,
+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar > + Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,Lắp đặt hệ thống điện năng lượng mặt trời,1.137.052.000,,1137052000.0
+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,,,,
+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed > + Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,Bảo hiểm,5.920.000,,5920000.0
+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed > + Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,Bảo hành khách sạn Sông Trà,131.495.000,,131495000.0
+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed > + Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,Mượn tạm,105.422.610.772,,105422610772.0
+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed > + Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,Cho thuê tài sản,3.600.000.000,,3600000000.0
+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed > + Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,Chi tiền cổ tức,280.000.000.000,,280000000000.0
