row_label_raw,row_label_full,Tên công ty,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Lợi nhuận sau thuế,Lợi nhuận chưa phân phối,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Lợi nhuận sau thuế,numeric__Lợi nhuận chưa phân phối
+ Công ty TNHH Dũng Thịnh Phát,+ Công ty TNHH Dũng Thịnh Phát,+ Công ty TNHH Dũng Thịnh Phát,"66,00%","66,00%",14.438.102,106.770.679,0.66,0.66,14438102.0,106770679.0
+ Công ty CP Du Lịch Đồng Tháp,+ Công ty CP Du Lịch Đồng Tháp,+ Công ty CP Du Lịch Đồng Tháp,"86,76%","86,76%",1.744.257.658,2.935.896.428,0.8676,0.8676,1744257658.0,2935896428.0
+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,"63,94%","63,94%",186.658.986,(5.492.923.311),0.6394,0.6394,186658986.0,-5492923311.0
+ Công ty CP Du Lịch An Giang,+ Công ty CP Du Lịch An Giang,+ Công ty CP Du Lịch An Giang,"72,71%","72,71%",9.865.884.406,10.304.205.668,0.7271,0.7271,9865884406.0,10304205668.0
+ Công ty CP Nhựt Hồng,+ Công ty CP Nhựt Hồng,+ Công ty CP Nhựt Hồng,"60,00%","60,00%",49.560.043.416,60.378.099.903,0.6,0.6,49560043416.0,60378099903.0
+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,"100,00%","100,00%",144.671.200.832,21.683.860.305,1.0,1.0,144671200832.0,21683860305.0
+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,"100,00%","100,00%",17.341.927.077,19.141.374.062,1.0,1.0,17341927077.0,19141374062.0
+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,"51,23%","51,23%",107.133.325.474,437.569.036.747,0.5123,0.5123,107133325474.0,437569036747.0
+ Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,"43,95%","82,67%",51.920.618.521,150.756.388.245,0.4395,0.8267,51920618521.0,150756388245.0
+ Công ty CP Tư vấn và Đầu tư Tài chính,+ Công ty CP Tư vấn và Đầu tư Tài chính,+ Công ty CP Tư vấn và Đầu tư Tài chính,"53,83%","91,95%",1.744.201.157,1.972.587.812,0.5383,0.9195,1744201157.0,1972587812.0
+ Công ty CP Điện Mặt Trời EUROPLAST Long An,+ Công ty CP Điện Mặt Trời EUROPLAST Long An,+ Công ty CP Điện Mặt Trời EUROPLAST Long An,"76,67%","76,67%",68.825.383.256,121.385.113.687,0.7667,0.7667,68825383256.0,121385113687.0
