row_label_raw,row_label_full,07. TÀI SẢN DỒ DANG DÀI HẠN,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
"a) Chi phí sản xuất, kinh doanh dở dang dài hạn","a) Chi phí sản xuất, kinh doanh dở dang dài hạn","a) Chi phí sản xuất, kinh doanh dở dang dài hạn",,,,
b) Xây dựng cơ bản dở dang,"a) Chi phí sản xuất, kinh doanh dở dang dài hạn > b) Xây dựng cơ bản dở dang",b) Xây dựng cơ bản dở dang,271.580.192.548,71.710.040.673,271580192548.0,71710040673.0
- Đường GTGT BK3,"a) Chi phí sản xuất, kinh doanh dở dang dài hạn > - Đường GTGT BK3",- Đường GTGT BK3,1.147.923.083,1.147.923.083,1147923083.0,1147923083.0
- Khu dân cư Hoà Bình,"a) Chi phí sản xuất, kinh doanh dở dang dài hạn > - Khu dân cư Hoà Bình",- Khu dân cư Hoà Bình,1.653.591.160,1.653.591.160,1653591160.0,1653591160.0
- Khu Đô Thị Mỹ Tho,"a) Chi phí sản xuất, kinh doanh dở dang dài hạn > - Khu Đô Thị Mỹ Tho",- Khu Đô Thị Mỹ Tho,882.034.099,882.034.099,882034099.0,882034099.0
- Nhà máy điện năng lượng mặt trời - Tịnh Biên An Giang (giai đoạn 2),"a) Chi phí sản xuất, kinh doanh dở dang dài hạn > - Nhà máy điện năng lượng mặt trời - Tịnh Biên An Giang (giai đoạn 2)",- Nhà máy điện năng lượng mặt trời - Tịnh Biên An Giang (giai đoạn 2),254.022.644.206,68.026.492.331,254022644206.0,68026492331.0
- Khu Dân Cư Lam Son Sao Vàng,"a) Chi phí sản xuất, kinh doanh dở dang dài hạn > - Khu Dân Cư Lam Son Sao Vàng",- Khu Dân Cư Lam Son Sao Vàng,13.700.000.000,,13700000000.0,
-Dự án năng lượng mặt trời Tại Huyện Ea H'Leo - Đắk Lắk,"a) Chi phí sản xuất, kinh doanh dở dang dài hạn > -Dự án năng lượng mặt trời Tại Huyện Ea H'Leo - Đắk Lắk",-Dự án năng lượng mặt trời Tại Huyện Ea H'Leo - Đắk Lắk,174.000.000,,174000000.0,
Cộng,"a) Chi phí sản xuất, kinh doanh dở dang dài hạn > Cộng",Cộng,271.580.192.548,71.710.040.673,271580192548.0,71710040673.0
