row_label_raw,row_label_full,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_1,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_2,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_3,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_4,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_5,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_6,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_1,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_2,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_3,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_4,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_5,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_6
a) Chứng khoán kinh doanh,a) Chứng khoán kinh doanh,a) Chứng khoán kinh doanh,a) Chứng khoán kinh doanh,a) Chứng khoán kinh doanh,a) Chứng khoán kinh doanh,a) Chứng khoán kinh doanh,a) Chứng khoán kinh doanh,a) Chứng khoán kinh doanh,,,,,,
b) Đầu tư nằm giữ đến ngày đáo hạn,b) Đầu tư nằm giữ đến ngày đáo hạn,b) Đầu tư nằm giữ đến ngày đáo hạn,31/12/2020,31/12/2020,31/12/2020,01/01/2020,01/01/2020,01/01/2020,,,,,,
b) Đầu tư nằm giữ đến ngày đáo hạn,b) Đầu tư nằm giữ đến ngày đáo hạn,b) Đầu tư nằm giữ đến ngày đáo hạn,Giá gốc,Giá trị ghi số,Dự phòng,Giá gốc,Giá trị ghi số,Dự phòng,,,,,,
b1) Ngắn hạn,b) Đầu tư nằm giữ đến ngày đáo hạn > b1) Ngắn hạn,b1) Ngắn hạn,227.750.000.000,227.750.000.000,,233.454.610.033,233.454.610.033,,227750000000.0,227750000000.0,,233454610033.0,233454610033.0,
- Tiền gửi có kỳ hạn,b) Đầu tư nằm giữ đến ngày đáo hạn > - Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,227.750.000.000,227.750.000.000,,233.454.610.033,233.454.610.033,,227750000000.0,227750000000.0,,233454610033.0,233454610033.0,
b2) Dải hạn,b) Đầu tư nằm giữ đến ngày đáo hạn > b2) Dải hạn,b2) Dải hạn,,,,5.110.000.000,5.110.000.000,,,,,5110000000.0,5110000000.0,
- Tiền gửi có kỳ hạn,b) Đầu tư nằm giữ đến ngày đáo hạn > - Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,,,,5.110.000.000,5.110.000.000,,,,,5110000000.0,5110000000.0,
Cộng,b) Đầu tư nằm giữ đến ngày đáo hạn > Cộng,Cộng,227.750.000.000,227.750.000.000,,238.564.610.033,238.564.610.033,,227750000000.0,227750000000.0,,238564610033.0,238564610033.0,
c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,31/12/2020,31/12/2020,31/12/2020,01/01/2020,01/01/2020,01/01/2020,,,,,,
c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,Giá gốc,Giá hợp lý,Dự phòng,Giá gốc,Giá hợp lý,Dự phòng,,,,,,
