row_label_raw,row_label_full,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_1,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_2,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_3,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_4,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_5,CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_6,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_1,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_2,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_3,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_4,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_5,numeric__CÁC KHOẢN ĐẦU TƯ TÀI CHÍNH_6
Đầu tư vào công ty con,c) Đầu tư góp vốn vào đơn vị khác > Đầu tư vào công ty con,Đầu tư vào công ty con,2.285.660.423.712,908.892.743.540,(3.512.419.295),2.270.298.873.712,552.149.647.400,(3.631.777.347),2285660423712.0,908892743540.0,-3512419295.0,2270298873712.0,552149647400.0,-3631777347.0
+ Công ty TNHH Dũng Thịnh Phát (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH Dũng Thịnh Phát (*),+ Công ty TNHH Dũng Thịnh Phát (*),33.000.000.000,,,33.000.000.000,,,33000000000.0,,,33000000000.0,,
+ Công ty Cổ phần Du Lịch Đồng Tháp (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần Du Lịch Đồng Tháp (*),+ Công ty Cổ phần Du Lịch Đồng Tháp (*),68.391.109.800,,,57.391.109.800,,,68391109800.0,,,57391109800.0,,
+ Công ty Cổ phần ĐT TC & Truyền Thông Quốc Tế (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần ĐT TC & Truyền Thông Quốc Tế (*),+ Công ty Cổ phần ĐT TC & Truyền Thông Quốc Tế (*),11.510.000.000,,(3.512.419.295),11.510.000.000,,(3.631.777.347),11510000000.0,,-3512419295.0,11510000000.0,,-3631777347.0
+ Công ty Cổ phần Nhựt Hồng (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần Nhựt Hồng (*),+ Công ty Cổ phần Nhựt Hồng (*),167.991.740.000,,,167.991.740.000,,,167991740000.0,,,167991740000.0,,
+ Công ty TNHH TM Sao Mai Solar (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH TM Sao Mai Solar (*),+ Công ty TNHH TM Sao Mai Solar (*),20.000.000.000,,,15.638.450.000,,,20000000000.0,,,15638450000.0,,
+ Công ty TNHH Sao Mai Super Feed (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH Sao Mai Super Feed (*),+ Công ty TNHH Sao Mai Super Feed (*),400.000.000.000,,,400.000.000.000,,,400000000000.0,,,400000000000.0,,
+ Công ty Cổ phần Du Lịch An Giang (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần Du Lịch An Giang (*),+ Công ty Cổ phần Du Lịch An Giang (*),161.209.410.000,,,161.209.410.000,,,161209410000.0,,,161209410000.0,,
+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,c) Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,997.398.163.912,855.935.243.540,,997.398.163.912,522.220.897.400,,997398163912.0,855935243540.0,,997398163912.0,522220897400.0,
+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,c) Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,15.000.000.000,52.957.500.000,,15.000.000.000,29.928.750.000,,15000000000.0,52957500000.0,,15000000000.0,29928750000.0,
+ Công ty Cổ phần Tư vấn và Đầu tư Tài chính (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần Tư vấn và Đầu tư Tài chính (*),+ Công ty Cổ phần Tư vấn và Đầu tư Tài chính (*),8.660.000.000,,,8.660.000.000,,,8660000000.0,,,8660000000.0,,
+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An (*),+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An (*),402.500.000.000,,,402.500.000.000,,,402500000000.0,,,402500000000.0,,
Đầu tư vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác > Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,2.000.000.000,,(1.560.299.574),2.000.000.000,,(1.560.299.574),2000000000.0,,-1560299574.0,2000000000.0,,-1560299574.0
+ Công ty Cổ phần Bóng Đá Đồng Tháp (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần Bóng Đá Đồng Tháp (*),+ Công ty Cổ phần Bóng Đá Đồng Tháp (*),2.000.000.000,,(1.560.299.574),2.000.000.000,,(1.560.299.574),2000000000.0,,-1560299574.0,2000000000.0,,-1560299574.0
Cộng,c) Đầu tư góp vốn vào đơn vị khác > Cộng,Cộng,2.287.660.423.712,908.892.743.540,(5.072.718.869),2.272.298.873.712,552.149.647.400,(5.192.076.921),2287660423712.0,908892743540.0,-5072718869.0,2272298873712.0,552149647400.0,-5192076921.0
