row_label_raw,row_label_full,Đầu tư nằm giữ đến ngày đáo hạn,31/12/2020 > 220.000.000.000,01/01/2020 > 185.000.000.000,numeric__31/12/2020 > 220.000.000.000,numeric__01/01/2020 > 185.000.000.000
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,563.340.918.780,934.764.247.744,563340918780.0,934764247744.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,3.072.791.842.936,1.471.343.000.000,3072791842936.0,1471343000000.0
Quyền sử dụng đất,Quyền sử dụng đất,Quyền sử dụng đất,30.357.987.193,371.965.786.391,30357987193.0,371965786391.0
Cổ phiếu,Cổ phiếu,Cổ phiếu,322.340.254.950,288.384.503.650,322340254950.0,288384503650.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,157.007.203.859,111.121.923.327,157007203859.0,111121923327.0
