row_label_raw,row_label_full,Ông Lê Phước Vũ,Chủ tịch,numeric__Chủ tịch
Ông Trần Ngọc Chu,Ông Trần Ngọc Chu,Ông Trần Ngọc Chu,Phó Chủ tịch,
Ông Phạm Gia Tuân,Ông Phạm Gia Tuân,Ông Phạm Gia Tuân,Thành viên,
Ông Trần Quốc Trí,Ông Trần Quốc Trí,Ông Trần Quốc Trí,Thành viên,
Ông Lý Văn Xuân,Ông Lý Văn Xuân,Ông Lý Văn Xuân,Thành viên,
