row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,30.259.054.800.256,31.157.314.338.362,30259054800256.0,31157314338362.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,14.948.831.938.260,16.293.231.194.980,14948831938260.0,16293231194980.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,15.099.244.760.060,14.661.767.800.386,15099244760060.0,14661767800386.0
Khác,Trong đó: > Khác,Khác,210.978.101.936,202.315.342.996,210978101936.0,202315342996.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(105.803.558.650),(36.219.065.104),-105803558650.0,-36219065104.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(89.757.637.334),(8.533.133.954),-89757637334.0,-8533133954.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(10.157.008.501),(5.924.601.756),-10157008501.0,-5924601756.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(5.888.912.815),(21.522.581.327),-5888912815.0,-21522581327.0
Thuế xuất khẩu,Trong đó: > Thuế xuất khẩu,Thuế xuất khẩu,-,(238.748.067),,-238748067.0
DOANH THU THUẢN,Trong đó: > DOANH THU THUẢN,DOANH THU THUẢN,30.153.251.241.606,31.121.095.273.258,30153251241606.0,31121095273258.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên khác,Trong đó: > Doanh thu với các bên khác,Doanh thu với các bên khác,14.878.268.074.336,15.103.574.577.423,14878268074336.0,15103574577423.0
Doanh thu với các bên liên quan,Trong đó: > Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,15.274.983.167.270,16.017.520.695.835,15274983167270.0,16017520695835.0
