row_label_raw,row_label_full,Trong đó:,Trong đó:_1,numeric__Trong đó:_1
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,255.864.471.340,255864471340.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,374.051.561.272,374051561272.0
