row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,4.102.697.779.164,4.400.210.324.546,4102697779164.0,4400210324546.0
Vay từ ngân hàng (Thuyết minh số 19.1),Vay từ ngân hàng (Thuyết minh số 19.1),Vay từ ngân hàng (Thuyết minh số 19.1),3.829.686.778.983,4.056.943.675.919,3829686778983.0,4056943675919.0
Vay dài hạn từ ngân hàng đến hạn trả(Thuyết minh số 19.2),Vay dài hạn từ ngân hàng đến hạn trả(Thuyết minh số 19.2),Vay dài hạn từ ngân hàng đến hạn trả(Thuyết minh số 19.2),255.864.471.340,302.800.960.695,255864471340.0,302800960695.0
Nợ dài hạn thuê tài chính đến hạn trả(Thuyết minh số 19.3),Nợ dài hạn thuê tài chính đến hạn trả(Thuyết minh số 19.3),Nợ dài hạn thuê tài chính đến hạn trả(Thuyết minh số 19.3),17.146.528.841,21.036.343.932,17146528841.0,21036343932.0
Nợ dài hạn khác đến hạn trả,Nợ dài hạn khác đến hạn trả,Nợ dài hạn khác đến hạn trả,-,9.969.344.000,,9969344000.0
Vay từ bên liên quan ( Thuyết minh số 27),Vay từ bên liên quan ( Thuyết minh số 27),Vay từ bên liên quan ( Thuyết minh số 27),-,9.460.000.000,,9460000000.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,385.490.114.579,651.348.629.164,385490114579.0,651348629164.0
Vay từ ngân hàng (Thuyết minh số 19.2),Vay từ ngân hàng (Thuyết minh số 19.2),Vay từ ngân hàng (Thuyết minh số 19.2),374.051.561.272,622.763.547.016,374051561272.0,622763547016.0
Nợ dài hạn thuê tài chính(Thuyết minh số 19.3),Nợ dài hạn thuê tài chính(Thuyết minh số 19.3),Nợ dài hạn thuê tài chính(Thuyết minh số 19.3),11.438.553.307,28.585.082.148,11438553307.0,28585082148.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.488.187.893.743,5.051.558.953.710,4488187893743.0,5051558953710.0
