row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,974.622.573.218,727.052.217.691,974622573218.0,727052217691.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,232.671.874.390,158.265.977.155,232671874390.0,158265977155.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,42.173.596.773,24.452.344.359,42173596773.0,24452344359.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,452.817.160.265,401.750.110.293,452817160265.0,401750110293.0
Chi phí khác,Chi phí khác,Chi phí khác,246.959.941.790,142.583.785.884,246959941790.0,142583785884.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,724.634.725.092,417.829.755.541,724634725092.0,417829755541.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,382.214.003.741,223.018.743.751,382214003741.0,223018743751.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,30.677.554.848,26.986.385.237,30677554848.0,26986385237.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,30.063.731.011,30.797.481.362,30063731011.0,30797481362.0
Chi phí khác,Chi phí khác,Chi phí khác,281.679.435.492,137.027.145.191,281679435492.0,137027145191.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.699.257.298.310,1.144.881.973.232,1699257298310.0,1144881973232.0
