row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,,
Công ty TNHH Một Thành viên Tôn Hoa Sen,Phải thu ngắn hạn của khách hàng > Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Bán hàng,800.534.662.997,741.762.003.581,,,800534662997.0,741762003581.0
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Phải thu ngắn hạn của khách hàng > Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Bán hàng,420.889.853.059,172.451.970,,,420889853059.0,172451970.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Phải thu ngắn hạn của khách hàng > Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Bán hàng,232.002.562.858,390.228.663.563,,,232002562858.0,390228663563.0
Công ty TNHH Một Thành viên Hoa Sen Bình Định,Phải thu ngắn hạn của khách hàng > Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty con,Bán hàng,60.250.074.913,7.523.066.192,,,60250074913.0,7523066192.0
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội - Bình Định,Phải thu ngắn hạn của khách hàng > Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội - Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội - Bình Định,Công ty con,Bán hàng,2.433.567.426,-,,,2433567426.0,
Công ty TNHH Một Thành viên Hoa Sen Hà Nam,Phải thu ngắn hạn của khách hàng > Công ty TNHH Một Thành viên Hoa Sen Hà Nam,Công ty TNHH Một Thành viên Hoa Sen Hà Nam,Công ty con,Bán hàng,496.554.009,-,,,496554009.0,
Công ty TNHH Đầu tư và Du lịch Hoa Sen,Phải thu ngắn hạn của khách hàng > Công ty TNHH Đầu tư và Du lịch Hoa Sen,Công ty TNHH Đầu tư và Du lịch Hoa Sen,Bên liên quan,Bán hàng,27.493.400,-,,,27493400.0,
Công ty TNHH Một Thành viên Hoa Sen Nam Cám Nghệ An,Phải thu ngắn hạn của khách hàng > Công ty TNHH Một Thành viên Hoa Sen Nam Cám Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cám Nghệ An,Công ty con,Bán hàng,-,63.828.794.580,,,,63828794580.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Phải thu ngắn hạn của khách hàng > Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Bán hàng,585.685.088,10.917.500.000,,,585685088.0,10917500000.0
TỔNG CỘNG,Phải thu ngắn hạn của khách hàng > TỔNG CỘNG,TỔNG CỘNG,,,1.517.220.453.750,1.214.432.479.886,,,1517220453750.0,1214432479886.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,,,
Công ty TNHH Đầu tư và Du lịch Hoa Sen,Trả trước cho người bán ngắn hạn > Công ty TNHH Đầu tư và Du lịch Hoa Sen,Công ty TNHH Đầu tư và Du lịch Hoa Sen,Bên liên quan,Trả trước,1.303.140.682,6.458.860.936,,,1303140682.0,6458860936.0
Công ty TNHH Một Thành viên Hoa Sen Bình Định,Trả trước cho người bán ngắn hạn > Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty con,Trả trước,5.492.058.000,-,,,5492058000.0,
,,,,,6.795.198.682,6.458.860.936,,,6795198682.0,6458860936.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,,,
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Phải thu về cho vay ngắn hạn > Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Cho vay,-,100.000.000.000,,,,100000000000.0
