row_label_raw,row_label_full,Phải thu về cho vay ngắn hạn,-,100.400.000.000,100.400.000.000_1,numeric__-,numeric__100.400.000.000,numeric__100.400.000.000_1
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,498.630.282.005,(90.069.191.927),408.561.090.078,498630282005.0,-90069191927.0,408561090078.0
Tài sân ngắn hạn khác,Tài sân ngắn hạn khác,Tài sân ngắn hạn khác,10.330.808.073,(10.330.808.073),-,10330808073.0,-10330808073.0,
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,-,25.000.000.000,25.000.000.000,,25000000000.0,25000000000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,25.000.000.000,(22.987.450.099),2.012.549.901,25000000000.0,-22987450099.0,2012549901.0
Tài sân dài hạn khác,Tài sân dài hạn khác,Tài sân dài hạn khác,2.012.549.901,(2.012.549.901),-,2012549901.0,-2012549901.0,
Quỹ dự phòng tài chính,Quỹ dự phòng tài chính,Quỹ dự phòng tài chính,8.525.313.060,(8.525.313.060),-,8525313060.0,-8525313060.0,
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,-,8.525.313.060,8.525.313.060,,8525313060.0,8525313060.0
