row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty con,Mua hàng,10.304.345.500.272,11.234.332.056.248,,,10304345500272.0,11234332056248.0
Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty con,Bán hàng,9.629.215.808.671,10.844.160.516.428,,,9629215808671.0,10844160516428.0
Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty con,Cho thuê tài sản,169.105.200.000,166.467.000.000,,,169105200000.0,166467000000.0
Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty con,Chi phí chi hộ,145.015.701.307,159.806.750.565,,,145015701307.0,159806750565.0
Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty con,Lợi nhuận được chia,79.655.811.634,86.686.768.532,,,79655811634.0,86686768532.0
Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty TNHH Một Thành viên Tớn Hoa Sen,Công ty con,Mua khí đốt,7.491.200.000,8.672.040.000,,,7491200000.0,8672040000.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Bán hàng,3.188.289.759.622,3.437.005.655.887,,,3188289759622.0,3437005655887.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Mua hàng,2.791.794.909.369,3.222.009.427.842,,,2791794909369.0,3222009427842.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Lợi nhuận được chia,357.177.111.985,166.481.143.413,,,357177111985.0,166481143413.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Bán tài sản cố định,2.631.860.000,65.609.370.516,,,2631860000.0,65609370516.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Hàng bán bị trả lại,1.115.427.301,14.279.444.060,,,1115427301.0,14279444060.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Chi phí vận chuyển,32.493.428.597,72.580.671.496,,,32493428597.0,72580671496.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Mua hàng,34.383.360.333,,,,34383360333.0,
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Cho thuê tài sản,13.954.400.000,9.925.000.000,,,13954400000.0,9925000000.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Lợi nhuận được chia,3.423.095.400,11.487.160.126,,,3423095400.0,11487160126.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Hoàn trả vay ngắn hạn,,1.940.000.000,,,,1940000000.0
Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty con,Mua hàng,435.450.834.190,183.215.681.661,,,435450834190.0,183215681661.0
Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty con,Bán hàng,33.806.898.516,114.496.402.408,,,33806898516.0,114496402408.0
Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty con,Góp vốn,,30.000.000.000,,,,30000000000.0
Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty con,Vay ngắn hạn,,19.500.000.000,,,,19500000000.0
Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty con,Hoàn trả vay ngắn hạn,,19.500.000.000,,,,19500000000.0
Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nam Cẩm Nghệ An,Công ty con,Cho vay,,11.000.000.000,,,,11000000000.0
