row_label_raw,row_label_full,Ban Điều hành,Ông Nguyễn Hoàng Linh,Tổng Giám đốc (từ ngày 15/6/2020)Tổng Giám đốc -Phụ trách Ngân hàng bán lẻ (từ ngày 1/2/2020 đến ngày 14/6/2020),numeric__Ông Nguyễn Hoàng Linh,numeric__Tổng Giám đốc (từ ngày 15/6/2020)Tổng Giám đốc -Phụ trách Ngân hàng bán lẻ (từ ngày 1/2/2020 đến ngày 14/6/2020)
Ban Điều hành,Ban Điều hành,Ban Điều hành,Ông Nguyễn Thế Minh,Phó Tổng Giám đốc -Tổng Giám đốc Ngân hàngDoanh nghiệp,,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Bà Nguyễn Hương Loan,Phó Tổng Giám đốc --Tổng Giám đốc Ngân hàngĐịnh chế Tài chính,,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Ông Nguyễn Phi Hùng,Phó Tổng Giám đốc -Giám đốc Khối Vận hành(đến ngày 2/11/2020),,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Ông Oliver Schwarzhaupt,Phó Tổng Giám đốc -Giám đốc Khối Quản lý Rùi ro,,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Bà Nguyễn Thị Mỹ Hạnh,Tổng Giám đốc Ngân hàng Bán lẻ(từ ngày 15/12/2020),,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Bà Nguyễn Thị Thu Hằng,Giám đốc Khối Quản lý Tài chính(từ ngày 15/4/2020),,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Ông Nilesh Ratilal Banglorewala,Giám đốc Khối Quản lý Tài chính(đến ngày 14/4/2020),,
