row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,31/12/2019,31/12/2019_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__31/12/2019,numeric__31/12/2019_1
,,,Triệu VND,%,Triệu VND,%,,,,
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",273.999,"0,35%",412.402,"0,65%",273999.0,0.0034999999999999996,412402.0,0.006500000000000001
Khai khoáng,Khai khoáng,Khai khoáng,693.482,"0,87%",114.270,"0,18%",693482.0,0.0087,114270.0,0.0018
Chế biến thủy hải sản,Chế biến thủy hải sản,Chế biến thủy hải sản,1.155.146,"1,46%",738.612,"1,16%",1155146.0,0.0146,738612.0,0.0116
"Sản xuất, chế biến lương thực thực phẩm,đồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực thực phẩm,đồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực thực phẩm,đồ uống, thức ăn chăn nuôi",1.252.804,"1,58%",1.119.451,"1,76%",1252804.0,0.0158,1119451.0,0.0176
"Dệt may, sản xuất da dày, sản xuất trang phục","Dệt may, sản xuất da dày, sản xuất trang phục","Dệt may, sản xuất da dày, sản xuất trang phục",740.041,"0,93%",804.031,"1,26%",740041.0,0.009300000000000001,804031.0,0.0126
"Khai thác và sơ chế gỗ, chế biến gỗ, sản xuátsản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sản xuátsản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sản xuátsản phẩm từ gỗ và lâm sản khác",396.753,"0,50%",231.919,"0,36%",396753.0,0.005,231919.0,0.0036
Sản xuất giấy và các sản phẩm từ giấy và in ấn,Sản xuất giấy và các sản phẩm từ giấy và in ấn,Sản xuất giấy và các sản phẩm từ giấy và in ấn,242.673,"0,31%",282.781,"0,44%",242673.0,0.0031,282781.0,0.0044
"Sản xuất thuốc, hoá được, được liệu; cao su, nhựa,phân bón, hoá chất","Sản xuất thuốc, hoá được, được liệu; cao su, nhựa,phân bón, hoá chất","Sản xuất thuốc, hoá được, được liệu; cao su, nhựa,phân bón, hoá chất",893.847,"1,13%",791.128,"1,24%",893847.0,0.0113,791128.0,0.0124
"Sản xuất vật liệu xây dựng (trừ thép, Inox, sơn,matit và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox, sơn,matit và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox, sơn,matit và các chất tương tự)",480.129,"0,61%",705.722,"1,11%",480129.0,0.0060999999999999995,705722.0,0.0111
Sản suất thép thành phẩm,Sản suất thép thành phẩm,Sản suất thép thành phẩm,80.033,"0,10%",147.937,"0,23%",80033.0,0.001,147937.0,0.0023
Sản suất phối thép,Sản suất phối thép,Sản suất phối thép,40.396,"0,05%",13.278,"0,02%",40396.0,0.0005,13278.0,0.0002
Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,28.846,"0,04%",174.995,"0,28%",28846.0,0.0004,174995.0,0.0028000000000000004
"Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy",1.299.402,"1,64%",580.286,"0,91%",1299402.0,0.016399999999999998,580286.0,0.0091
"Sản xuất điện tử, thiết bị điện, máy vi tínhquang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tínhquang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tínhquang học, thiết bị viễn thông",1.212.595,"1,53%",931.544,"1,46%",1212595.0,0.015300000000000001,931544.0,0.0146
"Đóng tàu, thuyền","Đóng tàu, thuyền","Đóng tàu, thuyền",4.159,"0,01%",93.923,"0,15%",4159.0,0.0001,93923.0,0.0015
"Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao",14.242,"0,02%",6.514,"0,01%",14242.0,0.0002,6514.0,0.0001
"Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng",4.706.923,"5,92%",2.574.534,"4,05%",4706923.0,0.0592,2574534.0,0.0405
Xây dựng,Xây dựng,Xây dựng,7.279.461,"9,17%",3.358.092,"5,28%",7279461.0,0.0917,3358092.0,0.0528
Thương mại hàng công nghiệp nhẹ và hàng tièudùng,Thương mại hàng công nghiệp nhẹ và hàng tièudùng,Thương mại hàng công nghiệp nhẹ và hàng tièudùng,7.450.285,"9,39%",5.563.197,"8,75%",7450285.0,0.09390000000000001,5563197.0,0.0875
"Kinh doanh phân bón, hóa chất, các sản phẩm hóachất khác, thuốc, hóa được, được liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sản phẩm hóachất khác, thuốc, hóa được, được liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sản phẩm hóachất khác, thuốc, hóa được, được liệu, thiết bị y tế",750.273,"0,95%",325.201,"0,51%",750273.0,0.0095,325201.0,0.0051
"Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt",1.067.638,"1,35%",876.774,"1,38%",1067638.0,0.013500000000000002,876774.0,0.0138
"Kinh doanh sắt thép, xi măng, vật liệu xây dựngtổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xây dựngtổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xây dựngtổng hợp khác",1.665.960,"2,10%",1.661.399,"2,61%",1665960.0,0.021,1661399.0,0.026099999999999998
Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,1.672.322,"2,11%",1.038.936,"1,63%",1672322.0,0.021099999999999997,1038936.0,0.0163
Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,931.744,"1,17%",724.260,"1,14%",931744.0,0.011699999999999999,724260.0,0.011399999999999999
Kinh doanh vận tải biển,Kinh doanh vận tải biển,Kinh doanh vận tải biển,194.383,"0,24%",271.751,"0,43%",194383.0,0.0024,271751.0,0.0043
"Kinh doanh dịch vụ khách sạn, du lịch, ăn uống,vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ăn uống,vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ăn uống,vui chơi giải trí",213.360,"0,27%",167.789,"0,26%",213360.0,0.0027,167789.0,0.0026
Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,9.020.505,"11,36%",15.039.733,"23,65%",9020505.0,0.11359999999999999,15039733.0,0.2365
Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,710.826,"0,90%",578.593,"0,91%",710826.0,0.009000000000000001,578593.0,0.0091
"Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thông tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thông tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thông tin và truyền thông khác",2.626.868,"3,31%",986.884,"1,55%",2626868.0,0.0331,986884.0,0.0155
Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,246.885,"0,31%",251.330,"0,40%",246885.0,0.0031,251330.0,0.004
Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,4.185.717,"5,28%",2.167.300,"3,42%",4185717.0,0.0528,2167300.0,0.0342
Ngành khác,Ngành khác,Ngành khác,5.619.734,"7,07%",1.800.631,"2,85%",5619734.0,0.0707,1800631.0,0.0285
Cả nhân,Cả nhân,Cả nhân,22.189.148,"27,97%",19.059.192,"29,96%",22189148.0,0.2797,19059192.0,0.29960000000000003
