row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2020 Triệu VND,31/12/2019 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2020 Triệu VND,numeric__31/12/2019 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng",4,2.204.642,2.495.237,,4.0,2204642.0,2495237.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam (“NHNNVN”),5,1.850.921,4.070.948,,5.0,1850921.0,4070948.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng (“TCTD”) khác,6,16.977.765,20.578.997,,6.0,16977765.0,20578997.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,14.730.353,18.556.328,,,14730353.0,18556328.0
2,A > 2,2,Cho vay các TCTD khác,,2.247.412,2.135.589,,,2247412.0,2135589.0
3,A > 3,3,Dự phòng rủi ro,,-,(112.920),,,,-112920.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,21.050,55.796,,7.0,21050.0,55796.0
1,A > 1,1,Chứng khoán kinh doanh,,39.287,127.927,,,39287.0,127927.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(18.237),(72.131),,,-18237.0,-72131.0
VI,A > VI,VI,Cho vay khách hàng,,78.497.568,62.708.342,,,78497568.0,62708342.0
1,A > 1,1,Cho vay khách hàng,9,79.340.579,63.594.389,,9.0,79340579.0,63594389.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(843.011),(886.047),,10.0,-843011.0,-886047.0
VII,A > VII,VII,Hoạt động mua nợ,11,-,8.693,,11.0,,8693.0
1,A > 1,1,Mua nợ,,3.750,9.150,,,3750.0,9150.0
2,A > 2,2,Dự phòng rủi ro hoạt động mua nợ,,(3.750),(457),,,-3750.0,-457.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,12,55.676.927,45.635.748,,12.0,55676927.0,45635748.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,55.845.414,44.572.060,,,55845414.0,44572060.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,-,1.533.388,,,,1533388.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(168.487),(469.700),,,-168487.0,-469700.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",13,22.036,10.036,,13.0,22036.0,10036.0
1,A > 1,1,Đầu tư dài hạn khác,,22.036,10.036,,,22036.0,10036.0
X,A > X,X,Tài sản cố định,,308.751,330.514,,,308751.0,330514.0
1,A > 1,1,Tài sản cố định hữu hình,14,127.909,161.256,,14.0,127909.0,161256.0
a,A > a,a,Nguyên giá,,700.273,744.401,,,700273.0,744401.0
b,A > b,b,Giá trị hao mòn lũy kế,,(572.364),(583.145),,,-572364.0,-583145.0
3,A > 3,3,Tài sản cố định vô hình,15,180.842,169.258,,15.0,180842.0,169258.0
a,A > a,a,Nguyên giá,,468.203,503.315,,,468203.0,503315.0
b,A > b,b,Giá trị hao mòn lũy kế,,(287.361),(334.057),,,-287361.0,-334057.0
XI,A > XI,XI,Bất động sản đầu tư,16,1.032.510,1.059.826,,16.0,1032510.0,1059826.0
a,A > a,a,Nguyên giá,,1.253.600,1.253.600,,,1253600.0,1253600.0
b,A > b,b,Giá trị hao mòn lũy kế,,(221.090),(193.774),,,-221090.0,-193774.0
