row_label_raw,row_label_full,Ban Kiểm soát,Bà Phạm Thị Thành,Trường ban,numeric__Bà Phạm Thị Thành,numeric__Trường ban
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Chu Thị Đảm,Thành viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Lê Thanh Hà,Thành viên,,
