row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
XII,XII,XII,Tài sản Có khác,17,20.105.455,20.023.809,,17.0,20105455.0,20023809.0
1,1,1,Các khoản phải thu,,13.398.020,11.253.773,,,13398020.0,11253773.0
2,2,2,"Các khoản lãi, phí phải thu",,2.640.237,4.028.547,,,2640237.0,4028547.0
3,3,3,Tài sản thuế TNDN hoãn lại,,46,-,,,46.0,
4,4,4,Tài sản Có khác,,5.161.649,5.527.754,,,5161649.0,5527754.0
,,,Trong đó: Lợi thế thương mại,,45.071,55.054,,,45071.0,55054.0
5,5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,,(1.094.497),(786.265),,,-1094497.0,-786265.0
,,,TỔNG TÀI SẢN,,176.697.625,156.977.946,,,176697625.0,156977946.0
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,,,
,,,NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và NHNNVN,18,20.734,24.040,,18.0,20734.0,24040.0
II,B > II,II,Tiền gửi và vay các TCTD khác,19,56.025.723,47.017.860,,19.0,56025723.0,47017860.0
1,B > 1,1,Tiền gửi của các TCTD khác,,22.447.288,19.211.556,,,22447288.0,19211556.0
2,B > 2,2,Vay các TCTD khác,,33.578.435,27.806.304,,,33578435.0,27806304.0
III,B > III,III,Tiền gửi của khách hàng,20,87.510.188,80.872.643,,20.0,87510188.0,80872643.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,8,52.030,7.416,,8.0,52030.0,7416.0
VI,B > VI,VI,Phát hành giấy tờ có giá,21,11.711.474,8.972.781,,21.0,11711474.0,8972781.0
VII,B > VII,VII,Các khoản nợ khác,22,4.502.657,5.219.685,,22.0,4502657.0,5219685.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,1.577.833,2.127.704,,,1577833.0,2127704.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,2.924.824,3.091.981,,,2924824.0,3091981.0
,,,TỔNG NỘ PHẢI TRẢ,,159.822.806,142.114.425,,,159822806.0,142114425.0
