row_label_raw,row_label_full,col_0,col_1,2020Triệu VND,2019Triệu VND,numeric__col_1,numeric__2020Triệu VND,numeric__2019Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,11.407.201,7.705.221,,11407201.0,7705221.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Chi phí lãi và các chi phí tương tự đã trả,(5.747.173),(4.728.308),,-5747173.0,-4728308.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Thu nhập thuần từ hoạt động dịch vụ nhận được,821.472,521.023,,821472.0,521023.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Thu nhập thuần từ hoạt động kinh doanh ngoại tệ, vàng và chứng khoán",845.853,734.379,,845853.0,734379.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,(Chi phí khác)/thu nhập khác,(265.190),72.516,,-265190.0,72516.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",471.329,479.676,,471329.0,479676.0
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,Tiền chi trả cho nhân viên và hoạt động quản lý,(2.558.239),(2.342.911),,-2558239.0,-2342911.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Tiền thuế TNDN thực nộp trong năm,(398.922),(342.121),,-398922.0,-342121.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,4.576.331,2.099.475,,4576331.0,2099475.0
,,,Những thay đổi về tài sản hoạt động,(28.600.235),(16.759.689),,-28600235.0,-16759689.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Giám tiền gửi và cho vay các TCTD khác,114.027,3.232.227,,114027.0,3232227.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Tăng các khoản về kinh doanh chứng khoán,(9.857.848),(4.437.904),,-9857848.0,-4437904.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Tăng các khoản cho vay khách hàng,(15.740.617),(14.799.148),,-15740617.0,-14799148.0
13,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 13,13,"Giám nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư",(1.349.952),(1.751.198),,-1349952.0,-1751198.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,(Tăng)/giảm về tài sản hoạt động khác,(1.765.845),996.334,,-1765845.0,996334.0
,,,Những thay đổi về nợ hoạt động,17.803.124,17.578.780,,17803124.0,17578780.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Giảm các khoản nợ Chính phủ và NHNNVN,(3.307),(9.684.347),,-3307.0,-9684347.0
16,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16,16,Tăng tiền gửi và vay từ các TCTD khác,9.007.863,9.347.050,,9007863.0,9347050.0
17,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Tăng tiền gửi của khách hàng,6.637.546,17.343.872,,6637546.0,17343872.0
18,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 18,18,Tăng phát hành giấy tờ có giá,2.738.693,557.803,,2738693.0,557803.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Tăng/(giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,44.614,(154.876),,44614.0,-154876.0
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 21,21,(Giảm)/tăng khác về nợ hoạt động,(621.570),169.471,,-621570.0,169471.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 22,22,Chi từ các quỹ của TCTD,(715),(193),,-715.0,-193.0
I,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > I,I,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,(6.220.780),2.918.566,,-6220780.0,2918566.0
