row_label_raw,row_label_full,Tài khoản tiền gửi tại NHNNVN,31/12/2020Triệu VND > Tài khoản tiền gửi tại NHNNVN,31/12/2019Triệu VND > Tài khoản tiền gửi tại NHNNVN,numeric__31/12/2020Triệu VND > Tài khoản tiền gửi tại NHNNVN,numeric__31/12/2019Triệu VND > Tài khoản tiền gửi tại NHNNVN
Bằng VND,Bằng VND,Bằng VND,1.531.853,2.864.854,1531853.0,2864854.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,319.068,1.206.094,319068.0,1206094.0
,,,1.850.921,4.070.948,1850921.0,4070948.0
