row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,1.498.275.173.663,2.307.771.045.917,,100.0,,1498275173663.0,2307771045917.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,295.433.782.998,1.077.739.666.905,,110.0,4.0,295433782998.0,1077739666905.0
1.,1.,1.,Tiền,111,,240.433.782.998,677.739.666.905,,111.0,,240433782998.0,677739666905.0
2.,2.,2.,Các khoản tương đương tiền,112,,55.000.000.000,400.000.000.000,,112.0,,55000000000.0,400000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,-,804.151,,120.0,,,804151.0
1.,1.,1.,Chứng khoán kinh doanh,121,,-,804.151,,121.0,,,804151.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,525.747.353.951,488.234.013.131,,130.0,,525747353951.0,488234013131.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5,258.124.766.819,351.469.765.608,,131.0,5.0,258124766819.0,351469765608.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,6,34.944.793.629,19.049.605.144,,132.0,6.0,34944793629.0,19049605144.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,232.731.680.669,117.653.457.317,,136.0,7.0,232731680669.0,117653457317.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,,(109.543.950),-,,137.0,,-109543950.0,
5.,5.,5.,Tài sản thiếu chờ xử lý,139,,55.656.784,61.185.062,,139.0,,55656784.0,61185062.0
IV.,IV.,IV.,Hàng tồn kho,140,8,655.653.405.887,708.407.652.537,,140.0,8.0,655653405887.0,708407652537.0
1.,1.,1.,Hàng tồn kho,141,,700.716.154.167,754.263.374.369,,141.0,,700716154167.0,754263374369.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(45.062.748.280),(45.855.721.832),,149.0,,-45062748280.0,-45855721832.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,21.440.630.827,33.388.909.193,,150.0,,21440630827.0,33388909193.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,9,4.395.967.198,3.995.817.866,,151.0,9.0,4395967198.0,3995817866.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,17.044.663.629,21.874.759.319,,152.0,,17044663629.0,21874759319.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,16,-,7.518.332.008,,153.0,16.0,,7518332008.0
