row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2017 Triệu VND,31/12/2016 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2017 Triệu VND,numeric__31/12/2016 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng",4,2.282.192,2.020.054,,4.0,2282192.0,2020054.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,3.277.007,3.765.279,,5.0,3277007.0,3765279.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,15.245.884,8.281.291,,6.0,15245884.0,8281291.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,15.245.884,8.296.841,,,15245884.0,8296841.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,-,95.000,,,,95000.0
3,A > 3,3,Dự phòng rủi ro,,-,(110.550),,,,-110550.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,30.274,9.841,,7.0,30274.0,9841.0
VI,A > VI,VI,Cho vay khách hàng,,100.268.300,85.824.814,,,100268300.0,85824814.0
1,A > 1,1,Cho vay khách hàng,8,101.324.328,86.891.327,,8.0,101324328.0,86891327.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(1.056.028),(1.066.513),,9.0,-1056028.0,-1066513.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,10,20.025.426,20.195.956,,10.0,20025426.0,20195956.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,9.491.916,9.422.513,,,9491916.0,9422513.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,12.066.568,12.219.500,,,12066568.0,12219500.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(1.533.058),(1.446.057),,,-1533058.0,-1446057.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",11,2.332.209,2.811.808,,11.0,2332209.0,2811808.0
1,A > 1,1,Đầu tư vào công ty con,,955.000,955.000,,,955000.0,955000.0
4,A > 4,4,Đầu tư dài hạn khác,,1.480.063,1.937.865,,,1480063.0,1937865.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(102.854),(81.057),,,-102854.0,-81057.0
X,A > X,X,Tài sản cố định,,3.164.584,3.311.766,,,3164584.0,3311766.0
1,A > 1,1,Tài sản cố định hữu hình,12,785.068,854.368,,12.0,785068.0,854368.0
a,A > a,a,Nguyên giá,,1.959.806,1.934.871,,,1959806.0,1934871.0
b,A > b,b,Giá trị hao mòn lũy kế,,(1.174.738),(1.080.503),,,-1174738.0,-1080503.0
3,A > 3,3,Tài sản cố định vô hình,13,2.379.516,2.457.398,,13.0,2379516.0,2457398.0
a,A > a,a,Nguyên giá,,2.501.516,2.565.567,,,2501516.0,2565567.0
b,A > b,b,Giá trị hao mòn lũy kế,,(122.000),(108.169),,,-122000.0,-108169.0
XII,A > XII,XII,Tài sản Có khác,14,3.626.661,3.458.702,,14.0,3626661.0,3458702.0
1,A > 1,1,Các khoản phải thu,,1.427.796,1.250.036,,,1427796.0,1250036.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,993.421,840.477,,,993421.0,840477.0
4,A > 4,4,Tài sản Có khác,,1.211.309,1.374.054,,,1211309.0,1374054.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,,(5.865),(5.865),,,-5865.0,-5865.0
,,,TỔNG TÀI SẢN,,150.252.537,129.679.511,,,150252537.0,129679511.0
