row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
Thu từ các khoản nợ đã được xử lý trước đây,Thu nhập từ hoạt động khác > Thu từ các khoản nợ đã được xử lý trước đây,Thu từ các khoản nợ đã được xử lý trước đây,441.114,57.777,441114.0,57777.0
Thu từ thanh lý tài sản:,Thu nhập từ hoạt động khác > Thu từ thanh lý tài sản:,Thu từ thanh lý tài sản:,241.752,81.027,241752.0,81027.0
- Quyền sử dụng đất,Thu nhập từ hoạt động khác > - Quyền sử dụng đất,- Quyền sử dụng đất,89.709,46.838,89709.0,46838.0
- Tài sản cố định,Thu nhập từ hoạt động khác > - Tài sản cố định,- Tài sản cố định,5.520,9.400,5520.0,9400.0
- Tài sản gán nợ và tài sản khác,Thu nhập từ hoạt động khác > - Tài sản gán nợ và tài sản khác,- Tài sản gán nợ và tài sản khác,146.523,24.789,146523.0,24789.0
Thu nhập khác,Thu nhập từ hoạt động khác > Thu nhập khác,Thu nhập khác,13.592,3.550,13592.0,3550.0
,,,696.458,142.354,696458.0,142354.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
Giá trị ghi sổ của tài sản được thanh lý:,Chi phí hoạt động khác > Giá trị ghi sổ của tài sản được thanh lý:,Giá trị ghi sổ của tài sản được thanh lý:,(216.939),(71.135),-216939.0,-71135.0
- Quyền sử dụng đất,Chi phí hoạt động khác > - Quyền sử dụng đất,- Quyền sử dụng đất,(91.295),(44.466),-91295.0,-44466.0
- Tài sản cố định,Chi phí hoạt động khác > - Tài sản cố định,- Tài sản cố định,(12.323),(3.420),-12323.0,-3420.0
- Tài sản gán nợ và tài sản khác,Chi phí hoạt động khác > - Tài sản gán nợ và tài sản khác,- Tài sản gán nợ và tài sản khác,(113.321),(23.249),-113321.0,-23249.0
Chi phí khác,Chi phí hoạt động khác > Chi phí khác,Chi phí khác,(50.565),(3.262),-50565.0,-3262.0
,,,(267.504),(74.397),-267504.0,-74397.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,428.954,67.957,428954.0,67957.0
