row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.823.708.460.332,1.200.696.336.593,,,1823708460332.0,1200696336593.0
2,2,2,I. Tiền và các khoản tương đương tiền,V.1,3.925.003.103,5.609.663.982,,,3925003103.0,5609663982.0
111,111,111,1. Tiền,,3.925.003.103,5.609.663.982,,,3925003103.0,5609663982.0
112,112,112,2. Các khoản tương đương tiền,,-,-,,,,
120,112 > 120,120,II. Đầu tư tài chính ngắn hạn,,50.000.000.000,50.000.000.000,,,50000000000.0,50000000000.0
123,112 > 123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,V.2,50.000.000.000,50.000.000.000,,,50000000000.0,50000000000.0
130,112 > 130,130,III. Các khoản phải thu ngắn hạn,,1.570.397.696.174,932.900.160.861,,,1570397696174.0,932900160861.0
131,112 > 131,131,1. Phải thu ngắn hạn của khách hàng,V.3,763.698.688.288,439.532.545.517,,,763698688288.0,439532545517.0
132,112 > 132,132,2. Trả trước cho người bán ngắn hạn,V.4,51.814.488.110,71.698.141.279,,,51814488110.0,71698141279.0
135,112 > 135,135,3. Phải thu về cho vay ngắn hạn,V.5a,832.318.832.801,550.380.286.643,,,832318832801.0,550380286643.0
136,112 > 136,136,4. Phải thu ngắn hạn khác,V.6a,229.094.749.994,227.476.773.114,,,229094749994.0,227476773114.0
137,112 > 137,137,5. Dự phòng phải thu ngắn hạn khó đòi,V.7,(306.529.063.019),(356.187.585.692),,,-306529063019.0,-356187585692.0
140,112 > 140,140,IV. Hàng tồn kho,V.8,198.421.979.177,212.186.511.750,,,198421979177.0,212186511750.0
141,112 > 141,141,1. Hàng tồn kho,,198.537.885.604,212.186.511.750,,,198537885604.0,212186511750.0
149,112 > 149,149,2. Dự phòng giảm giá hàng tồn kho (*),,(115.906.427),-,,,-115906427.0,
150,112 > 150,150,V. Tài sản ngắn hạn khác,,963.781.878,-,,,963781878.0,
152,112 > 152,152,1. Thuế giá trị gia tăng được khấu trừ,,960.869.261,-,,,960869261.0,
153,112 > 153,153,2. Thuế và các khoản khác phải thu Nhà nước,V.17,2.912.617,-,,,2912617.0,
200,112 > 200,200,B. TÀI SẢN DÀI HẠN,,2.350.255.160.466,3.097.637.172.627,,,2350255160466.0,3097637172627.0
210,112 > 210,210,I. Các khoản phải thu dài hạn,,1.293.700.145.308,1.366.598.479.996,,,1293700145308.0,1366598479996.0
215,112 > 215,215,1. Phải thu về cho vay dài hạn,V.5b,1.292.431.475.308,1.365.329.809.996,,,1292431475308.0,1365329809996.0
216,112 > 216,216,2. Phải thu dài hạn khác,V.6b,1.268.670.000,1.268.670.000,,,1268670000.0,1268670000.0
220,112 > 220,220,II. Tài sản cố định,,357.180.818.951,374.698.249.135,,,357180818951.0,374698249135.0
221,112 > 221,221,1. Tài sản cố định hữu hình,V.9,357.176.107.452,374.684.774.204,,,357176107452.0,374684774204.0
222,112 > 222,222,- Nguyên giá,,452.887.345.953,452.802.364.135,,,452887345953.0,452802364135.0
223,112 > 223,223,- Giá trị hao mòn lũy kế,,(95.711.238.501),(78.117.589.931),,,-95711238501.0,-78117589931.0
227,112 > 227,227,2. Tài sản cố định vô hình,V.10,4.711.499,13.474.931,,,4711499.0,13474931.0
228,112 > 228,228,- Nguyên giá,,399.336.795,399.336.795,,,399336795.0,399336795.0
229,112 > 229,229,- Giá trị hao mòn lũy kế,,(394.625.296),(385.861.864),,,-394625296.0,-385861864.0
230,112 > 230,230,III. Bất động sản đầu tư,V.11,116.976.236.467,122.267.356.873,,,116976236467.0,122267356873.0
231,112 > 231,231,- Nguyên giá,,167.002.111.806,167.002.111.806,,,167002111806.0,167002111806.0
232,112 > 232,232,- Giá trị hao mòn lũy kế,,(50.025.875.339),(44.734.754.933),,,-50025875339.0,-44734754933.0
240,112 > 240,240,IV. Tài sản dở dang dài hạn,,32.436.436.566,23.653.573.473,,,32436436566.0,23653573473.0
242,112 > 242,242,1. Chi phí xây dựng cơ bản dở dang,V.12,32.436.436.566,23.653.573.473,,,32436436566.0,23653573473.0
250,112 > 250,250,V. Đầu tư tài chính dài hạn,V.13,548.031.514.325,1.208.450.281.568,,,548031514325.0,1208450281568.0
251,112 > 251,251,1. Đầu tư vào công ty con,,806.137.312.500,1.585.761.700.600,,,806137312500.0,1585761700600.0
252,112 > 252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,8.900.766.000,8.900.766.000,,,8900766000.0,8900766000.0
253,112 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,,480.000.000,480.000.000,,,480000000.0,480000000.0
254,112 > 254,254,4. Dự phòng đầu tư tài chính dài hạn,,(267.486.564.175),(386.692.185.032),,,-267486564175.0,-386692185032.0
260,112 > 260,260,VI. Tài sản dài hạn khác,,1.930.008.849,1.969.231.582,,,1930008849.0,1969231582.0
261,112 > 261,261,1. Chi phí trả trước dài hạn,V.14,1.930.008.849,1.969.231.582,,,1930008849.0,1969231582.0
270,112 > 270,270,TỔNG CỘNG TÀI SẢN,,4.173.963.620.798,4.298.333.509.220,,,4173963620798.0,4298333509220.0
